"Weather Records, Gothic, CO",,,,,,,,,,,
,,,"Temp.,","Temp.,",New ,Water,Total,Total,On ,,
200102,I,23,-6.0,11.0,0,0.00,650,,0,,
200102,I,24,-2.0,9.5,3,0.06,653,,0,,
200102,I,25,-5.5,16.0,0,0.00,653,,0,,
200102,I,26,-2.0,19.5,0,0.00,653,,0,,
200102,I,27,-2.0,19.5,0,0.00,653,,0,,
200102,I,28,0.0,21.5,0,0.00,653,,0,,
200102,I,29,0.0,24.0,0,0.00,653,,0,,
200102,I,30,2.5,27.5,0,0.00,653,,0,,
200102,I,31,3.5,27.5,0,0.00,653,,0,,
200102,J,01,4.5,25.0,0,0.00,653,,0,,
200102,J,02,5.5,22.0,,,,,,,
200102,J,03,1.0,19.5,,,,,,,
200102,J,04,0.0,16.5,,,,,,0.02,
200102,J,05,-1.5,20.0,,,,,,,
200102,J,06,1.0,24.0,,,,,,,
200102,J,07,1.5,25.0,,,,,,,
200102,J,08,3.0,23.0,,,,,,,
200102,J,09,3.0,24.0,,,,,,,
200102,J,10,4.5,22.0,,,,,,,
200102,J,11,0.5,22.0,,,,,,,
200102,J,12,-0.5,22.5,,,,,,,
200102,J,13,1.5,24.0,,,,,,,
200102,J,14,0.5,25.0,,,,,,,
200102,J,15,1.5,25.5,,,,,,,
200102,J,16,2.0,25.0,,,,,,,
200102,J,17,2.0,26.0,,,,,,,
200102,J,18,2.0,28.0,,,,,,,
200102,J,19,1.5,26.5,,,,,,,
200102,J,20,4.0,24.0,,,,,,,
200102,J,21,4.0,24.0,,,,,,0.06,
200102,J,22,5.5,21.0,,,,,,,
200102,J,23,1.5,25.5,,,,,,,
200102,J,24,3.0,27.0,,,,,,,
200102,J,25,4.0,28.0,,,,,,,
200102,J,26,3.5,27.0,,,,,,,
200102,J,27,4.0,26.0,,,,,,0.02,
200102,J,28,3.0,26.5,,,,,,,
200102,J,29,3.0,26.0,,,,,,,
200102,J,30,3.5,26.5,,,,,,,
200102,K,01,4.0,29.5,,,,,,,
200102,K,02,5.5,30.5,,,,,,0.01,
200102,K,03,6.0,26.5,,,,,,,
200102,K,04,5.5,24.5,,,,,,0.46,
200102,K,05,5.0,24.5,,,,,,0.24,
200102,K,06,4.5,25.5,,,,,,,
200102,K,07,6.0,26.0,,,,,,0.09,
200102,K,08,6.5,28.5,,,,,,,
200102,K,09,6.0,29.0,,,,,,,
200102,K,10,6.0,26.0,,,,,,,
200102,K,11,4.5,27.0,,,,,,,
200102,K,12,4.5,29.0,,,,,,,
200102,K,13,4.0,29.5,,,,,,,
200102,K,14,5.5,25.0,,,,,,,
200102,K,15,5.0,28.0,,,,,,,
200102,K,16,4.0,27.0,,,,,,,
200102,K,17,5.0,29.0,,,,,,0.01,
200102,K,18,5.0,29.0,,,,,,,
200102,K,19,6.0,27.5,,,,,,,
200102,K,20,7.5,27.0,,,,,,,
200102,K,21,6.0,26.0,,,,,,,
200102,K,22,4.5,24.5,,,,,,,
200102,K,23,7.0,26.5,,,,,,0.01,
200102,K,24,4.5,28.0,,,,,,0.01,
200102,K,25,8.0,24.0,,,,,,,
200102,K,26,6.5,24.5,,,,,,0.31,
200102,K,27,4.0,23.0,,,,,,,
200102,K,28,4.0,25.0,,,,,,0.10,
200102,K,29,2.5,26.5,,,,,,,
200102,K,30,4.5,28.5,,,,,,,
200102,K,31,4.5,30.0,,,,,,,
200102,L,01,8.0,24.0,,,,,,,
200102,L,02,7.0,24.0,,,,,,0.03,
200102,L,03,10.5,20.5,,,,,,0.28,
200102,L,04,5.0,23.5,,,,,,0.02,
200102,L,05,9.5,21.5,,,,,,0.14,
200102,L,06,8.5,24.0,,,,,,0.21,
200102,L,07,7.0,20.0,,,,,,0.35,
200102,L,08,4.5,20.5,,,,,,0.13,
200102,L,09,3.5,22.0,,,,,,,
200102,L,10,1.0,24.0,,,,,,,
200102,L,11,1.0,25.5,,,,,,,
200102,L,12,1.5,23.5,,,,,,,
200102,L,13,4.5,21.5,,,,,,,
200102,L,14,3.0,25.0,,,,,,,
200102,L,15,2.0,27.0,,,,,,,
200102,L,16,2.0,27.0,,,,,,,
200102,L,17,4.5,26.5,,,,,,,
200102,L,18,4.5,25.5,,,,,,,
200102,L,19,4.0,25.5,,,,,,,
200102,L,20,9.0,16.0,,,,,,0.58,
200102,L,21,6.5,15.5,,,,,,0.22,
200102,L,22,3.5,21.0,,,,,,0.03,
200102,L,23,5.0,21.0,,,,,,0.04,
200102,L,24,2.0,22.0,,,,,,,
200102,L,25,1.5,25.0,,,,,,,
200102,L,26,1.5,25.0,,,,,,,
200102,L,27,3.0,24.0,,,,,,,
200102,L,28,2.0,20.0,,,,,,0.03,
200102,L,29,5.5,19.0,,,,,,0.05,
200102,L,30,1.0,21.5,,,,,,,
200102,L,31,3.0,22.0,,,,,,,
200203,A,01,2.5,20.0,,,,,,,
200203,A,02,2.0,24.0,,,,,,,
200203,A,03,4.5,21.5,,,,,,,
200203,A,04,4.0,20.5,,,,,,0.02,
200203,A,05,3.0,24.0,,,,,,,
200203,A,06,4.0,21.5,,,,,,,
200203,A,07,4.0,15.0,,,,,,0.20,
200203,A,08,8.0,18.0,,,,,,0.39,
200203,A,09,9.0,17.0,,,,,,0.08,
200203,A,10,8.0,16.0,,,,,,0.32,
200203,A,11,9.0,13.0,,,,,,0.27,
200203,A,12,6.0,13.0,,,,,,0.43,
200203,A,13,4.5,13.0,,,,,,0.11,
200203,A,14,1.0,18.5,,,,,,,
200203,A,15,1.0,20.0,,,,,,,
200203,A,16,1.5,19.0,,,,,,,
200203,A,17,4.0,13.5,,,,,,0.17,
200203,A,18,2.5,8.5,15,0.34,15,,2,0.40,
200203,A,19,1.5,11.5,1,0.04,16,,0,,
200203,A,20,-1.0,15.5,0,0.00,16,,0,,
200203,A,21,0.0,17.0,0,0.00,16,,0,,
200203,A,22,1.0,18.5,0,0.00,16,,0,,
200203,A,23,-0.5,19.0,0,0.00,16,,0,,
200203,A,24,-0.5,17.5,0,0.00,16,,0,,
200203,A,25,1.0,14.5,0,0.00,16,,0,0.04,
200203,A,26,2.0,10.5,12,0.47,28,,0,0.44,
200203,A,27,-0.5,6.5,5,0.18,33,,0,,
200203,A,28,3.0,11.0,0,0.00,33,,0,0.15,
200203,A,29,2.0,6.5,5,0.21,38,,0,0.40,
200203,A,30,2.0,11.5,3,0.10,41,,0,0.29,
200203,B,01,-1.0,13.0,0,0.00,41,,0,,
200203,B,02,3.0,10.0,1,0.04,42,,0,0.10,
200203,B,03,-1.0,6.5,16,0.43,58,,5,,
200203,B,04,-1.5,7.0,5,0.11,63,,0,,
200203,B,05,1.0,5.5,2,0.05,65,,0,,
200203,B,06,-1.5,13.0,0,0.00,65,,0,,
200203,B,07,-2.0,16.0,0,0.00,65,,0,,
200203,B,08,-1.0,14.5,0,0.00,65,,0,,
200203,B,09,-1.5,14.5,0,0.00,65,,0,,
200203,B,10,-3.0,14.5,0,0.00,65,,0,,
200203,B,11,-0.5,14.0,0,0.00,65,,0,,
200203,B,12,-1.0,15.0,0,0.00,65,,0,,
200203,B,13,-6.0,13.0,0,0.00,65,,0,,
200203,B,14,-3.5,14.5,0,0.00,65,,0,,
200203,B,15,-5.5,15.0,0,0.00,65,,0,,
200203,B,16,-4.0,13.0,0,0.00,65,,0,,
200203,B,17,-4.5,14.5,0,0.00,65,,0,,
200203,B,18,-4.5,13.5,0,0.00,65,,0,,
200203,B,19,-5.5,14.0,0,0.00,65,,0,,
200203,B,20,-6.5,12.5,0,0.00,65,,0,,
200203,B,21,-5.5,11.5,0,0.00,65,,0,,
200203,B,22,-4.0,6.5,4,0.07,69,,2,,
200203,B,23,0.5,4.5,22,0.64,91,,13,,
200203,B,24,-4.5,4.0,11,0.22,102,,20,,
200203,B,25,-9.0,5.0,3,0.06,105,,15,,
200203,B,26,-7.0,6.0,1,0.03,106,,14,,
200203,B,27,-5.0,5.0,17,0.47,123,,18,,
200203,B,28,-9.0,4.0,3,0.07,126,,19,,
200203,B,29,-8.5,0.5,8,0.20,134,,25,,
200203,B,30,-9.0,-1.5,15,0.24,149,,38,,
200203,B,31,-2.0,4.0,17,0.46,166,,38,,
200203,C,01,-1.0,5.5,8,0.23,174,,38,,
200203,C,02,-1.5,2.0,15,0.33,189,,48,,
200203,C,03,-13.5,-1.0,3,0.05,192,,45,,
200203,C,04,-11.0,1.0,0,0.00,192,,42,,
200203,C,05,-8.0,2.0,1,0.03,193,,41,,
200203,C,06,-13.0,7.0,0,0.00,193,,39,,
200203,C,07,-11.5,8.0,0,0.00,193,,38,,
200203,C,08,-1.5,0.5,10,0.25,203,,45,,
200203,C,09,-1.5,1.5,46,2.09,249,,79,,
200203,C,10,-10.5,-3.0,10,0.28,259,,80,,
200203,C,11,-13.0,-2.0,7,0.15,266,,77,,
200203,C,12,-19.5,-2.0,4,0.08,270,,74,,
200203,C,13,-13.0,1.0,0,0.00,270,,71,,
200203,C,14,-6.0,1.5,3,0.06,273,,71,,
200203,C,15,-15.0,-1.5,10,0.19,283,,73,,
200203,C,16,-19.0,-0.5,0,0.00,283,,72,,
200203,C,17,-14.0,2.5,0,0.00,283,,69,,
200203,C,18,-13.0,0.5,1,0.03,284,,68,,
200203,C,19,-14.0,2.5,0,0.00,284,,67,,
200203,C,20,-12.0,5.5,0,0.00,284,,66,,
200203,C,21,-10.5,6.0,0,0.00,284,,65,,
200203,C,22,-11.5,5.0,0,0.00,284,,63,,
200203,C,23,-10.5,5.0,0,0.00,284,,63,,
200203,C,24,-3.5,1.5,1,0.02,285,,62,,
200203,C,25,-10.0,1.0,15,0.38,300,,74,,
200203,C,26,-18.0,-1.0,0,0.00,300,,72,,
200203,C,27,-20.5,0.0,0,0.00,300,,71,,
200203,C,28,-15.0,0.5,0,0.00,300,,70,,
200203,C,29,-12.0,6.0,0,0.00,300,,68,,
200203,C,30,-12.0,4.0,0,0.00,300,,68,,
200203,D,01,-7.0,1.5,2,0.05,302,,69,,
200203,D,02,-13.5,2.5,0,0.00,302,,69,,
200203,D,03,-11.0,0.5,0,0.00,302,,67,,
200203,D,04,-15.0,-1.0,0,0.00,302,,67,,
200203,D,05,-13.0,1.0,0,0.00,302,,66,,
200203,D,06,-15.5,-1.5,0,0.00,302,,66,,
200203,D,07,-15.5,0.0,0,0.00,302,,66,,
200203,D,08,-13.5,0.0,0,0.00,302,,66,,
200203,D,09,-18.0,1.0,0,0.00,302,,66,,
200203,D,10,-18.0,-1.0,0,0.00,302,,66,,
200203,D,11,-16.5,-2.0,0,0.00,302,,66,,
200203,D,12,-10.5,4.0,2,0.04,304,,68,,
200203,D,13,-11.0,1.0,1,0.03,305,,68,,
200203,D,14,-14.0,2.0,0,0.00,305,,67,,
200203,D,15,-9.5,3.0,1,0.02,306,,67,,
200203,D,16,-13.0,1.5,0,0.00,306,,66,,
200203,D,17,-9.5,-4.0,47,1.12,353,,104,,
200203,D,18,-14.0,-4.5,17,0.33,370,,108,,
200203,D,19,-17.0,-9.5,1,0.03,371,,102,,
200203,D,20,-19.5,-8.0,0,0.00,371,,97,,
200203,D,21,-11.5,-5.5,0,0.00,371,,94,,
200203,D,22,-20.5,-5.5,0,0.00,371,,92,,
200203,D,23,-19.5,-5.5,0,0.00,371,,90,,
200203,D,24,-17.0,-6.0,1,0.02,372,,89,,
200203,D,25,-19.5,-7.0,3,0.07,375,,90,,
200203,D,26,-22.0,-10.0,0,0.00,375,,89,,
200203,D,27,-17.0,-3.0,0,0.00,375,,88,,
200203,D,28,-16.0,1.5,0,0.00,375,,88,,
200203,D,29,-13.5,1.0,0,0.00,375,,88,,
200203,D,30,-15.0,-1.5,3,0.06,378,,89,,
200203,D,31,-16.0,-5.5,8,0.26,386,,96,,
200203,E,01,-16.0,-3.0,8,0.32,394,,99,,
200203,E,02,-19.0,-4.0,0,0.00,394,,96,,
200203,E,03,-12.0,0.5,0,0.00,394,,95,,
200203,E,04,-8.0,3.5,0,0.00,394,,94,,
200203,E,05,-10.0,-1.0,3,0.06,397,,96,,
200203,E,06,-12.0,4.0,1,0.02,398,,96,,
200203,E,07,-15.0,4.0,0,0.00,398,,94,,
200203,E,08,-14.0,4.0,0,0.00,398,,93,,
200203,E,09,-15.5,3.5,0,0.00,398,,93,,
200203,E,10,-10.0,-1.0,9,0.16,407,,100,,
200203,E,11,-8.5,-0.5,11,0.20,418,,104,,
200203,E,12,-11.5,-1.0,4,0.07,422,,106,,
200203,E,13,-15.0,2.0,0,0.00,422,,103,,
200203,E,14,-12.0,4.0,0,0.00,422,,102,,
200203,E,15,-10.0,-2.0,1,0.03,423,,99,,
200203,E,16,-13.5,-2.0,0,0.00,423,,99,,
200203,E,17,-9.5,-1.5,0,0.00,423,,97,,
200203,E,18,-16.5,1.0,0,0.00,423,,97,,
200203,E,19,-15.0,4.5,0,0.00,423,,96,,
200203,E,20,-15.5,4.0,0,0.00,423,,96,,
200203,E,21,-11.0,3.0,0,0.00,423,,96,,
200203,E,22,-11.5,1.5,0,0.00,423,,95,,
200203,E,23,-8.5,2.5,1,0.03,424,,96,,
200203,E,24,-9.5,1.0,0,0.00,424,,96,,
200203,E,25,-6.0,1.5,1,0.03,425,,97,,
200203,E,26,-14.5,1.0,0,0.00,425,,96,,
200203,E,27,-11.0,7.0,0,0.00,425,,95,,
200203,E,28,-8.0,3.5,0,0.00,425,,94,,
200203,E,29,-13.5,2.0,0,0.00,425,,94,,
200203,E,30,-11.0,3.0,0,0.00,425,,94,,
200203,E,31,-5.5,6.0,0,0.00,425,,94,,
200203,F,01,-8.5,7.0,0,0.00,425,,93,,
200203,F,02,-6.0,1.5,4,0.08,429,,96,,
200203,F,03,-16.5,-4.0,13,0.28,442,,106,,
200203,F,04,-17.0,-6.5,6,0.11,448,,105,,
200203,F,05,-15.0,-8.0,3,0.05,451,,104,,
200203,F,06,-20.0,-8.0,1,0.03,452,,104,,
200203,F,07,-27.0,-8.5,0,0.00,452,,103,,
200203,F,08,-24.0,-6.5,0,0.00,452,,103,,
200203,F,09,-15.0,-9.5,3,0.07,455,,104,,
200203,F,10,-20.0,-5.0,0,0.00,455,,104,,
200203,F,11,-15.0,0.5,0,0.00,455,,104,,
200203,F,12,-17.0,2.0,0,0.00,455,,103,,
200203,F,13,-5.0,2.0,19,0.66,474,,119,,
200203,F,14,-5.5,3.5,18,0.52,492,,129,,
200203,F,15,-13.5,1.5,0,0.00,492,,126,,
200203,F,16,-15.0,-0.5,0,0.00,492,,125,,
200203,F,17,-10.5,1.0,21,0.58,513,,135,,
200203,F,18,-6.0,-1.0,7,0.15,520,,136,,
200203,F,19,-16.0,-1.0,2,0.04,522,,135,,
200203,F,20,-19.0,0.5,0,0.00,522,,132,,
200203,F,21,-12.0,-0.5,2,0.05,524,,132,,
200203,F,22,-8.0,-4.0,11,0.28,535,,139,,
200203,F,23,-11.5,-6.5,11,0.36,546,,142,,
200203,F,24,-10.5,-1.5,8,0.18,554,,143,,
200203,F,25,-6.0,-1.0,48,1.17,602,,180,,
200203,F,26,-8.5,-1.5,14,0.33,616,,178,,
200203,F,27,-7.0,-1.5,21,0.30,637,,188,,
200203,F,28,-9.0,-2.0,9,0.20,646,,175,,
200203,G,01,-11.0,-3.5,8,0.19,654,,173,,
200203,G,02,-19.0,-2.0,0,0.00,654,,169,,
200203,G,03,-18.0,0.0,0,0.00,654,,164,,
200203,G,04,-9.5,-5.0,18,0.35,672,,178,,
200203,G,05,-9.5,-6.5,16,0.48,688,,178,,
200203,G,06,-8.5,-2.0,1,0.03,689,,168,,
200203,G,07,-5.0,2.5,5,0.12,694,,167,,
200203,G,08,-6.5,4.0,0,0.00,694,,162,,
200203,G,09,-9.0,5.0,0,0.00,694,,160,,
200203,G,10,-8.0,5.0,0,0.00,694,,155,,
200203,G,11,-3.5,5.0,0,0.00,694,,152,,
200203,G,12,-4.0,6.5,4,0.07,698,,149,,
200203,G,13,-9.5,10.0,0,0.00,698,,145,,
200203,G,14,-8.0,8.5,0,0.00,698,,142,,
200203,G,15,-6.5,6.0,1,0.02,699,,141,,
200203,G,16,-2.0,4.0,3,0.05,702,,143,,
200203,G,17,-6.5,3.0,9,0.19,711,,145,,
200203,G,18,-5.5,4.0,3,0.09,714,,144,,
200203,G,19,-7.0,3.5,0,0.00,714,,142,,
200203,G,20,-10.5,4.0,0,0.00,714,,141,,
200203,G,21,-4.5,3.0,3,0.07,717,,142,,
200203,G,22,-6.0,5.5,0,0.00,717,,141,,
200203,G,23,-7.0,7.0,0,0.00,717,,139,,
200203,G,24,-4.5,5.5,9,0.23,726,,145,,
200203,G,25,-9.5,4.0,7,0.15,733,,141,,
200203,G,26,-6.0,4.5,0,0.00,733,,140,,
200203,G,27,-13.0,-2.0,20,0.59,753,,152,,
200203,G,28,-18.0,-2.5,0,0.00,753,,149,,
200203,G,29,-21.5,-3.5,2,0.05,755,,150,,
200203,G,30,-11.5,3.5,0,0.00,755,,145,,
200203,G,31,-9.5,8.0,0,0.00,755,,142,,
200203,H,01,-7.5,9.0,0,0.00,755,,138,,
200203,H,02,-2.5,8.0,0,0.00,755,,136,,
200203,H,03,-4.5,0.5,1,0.03,756,,136,,
200203,H,04,-9.5,-1.0,9,0.18,765,,139,,
200203,H,05,-8.5,2.0,3,0.06,768,,138,,
200203,H,06,-7.0,-1.0,26,0.68,794,,150,,
200203,H,07,-11.0,0.0,7,0.15,801,,149,,
200203,H,08,-16.5,6.0,0,0.00,801,,144,,
200203,H,09,-11.0,10.0,0,0.00,801,,139,,
200203,H,10,-7.0,11.5,0,0.00,801,,136,,
200203,H,11,-5.0,10.0,0,0.00,801,,133,,
200203,H,12,-5.5,10.0,0,0.00,801,,131,,
200203,H,13,-5.0,11.5,0,0.00,801,,127,,
200203,H,14,-5.0,10.5,0,0.00,801,,122,,
200203,H,15,-1.0,4.0,7,0.20,808,,123,,
200203,H,16,-2.0,8.0,1,0.03,809,,118,,
200203,H,17,-6.0,7.0,0,0.00,809,,115,,
200203,H,18,-4.0,3.0,29,0.53,838,,122,,
200203,H,19,-9.5,6.0,1,0.02,839,,117,,
200203,H,20,-9.5,7.5,0,0.00,839,,114,,
200203,H,21,-5.0,7.0,0,0.00,839,,111,,
200203,H,22,0.0,6.0,13,0.36,852,,112,,
200203,H,23,-5.0,-2.0,21,0.52,873,,124,,
200203,H,24,-2.0,6.0,13,0.32,886,,118,,
200203,H,25,-5.5,10.5,0,0.00,886,,111,,
200203,H,26,-1.0,10.5,0,0.00,886,,104,,
200203,H,27,-2.0,10.5,0,0.00,886,,99,,
200203,H,28,-1.5,10.5,0,0.00,886,,93,,
200203,H,29,1.0,9.5,0,0.00,886,,89,,
200203,H,30,-3.5,6.5,1,0.03,887,,86,,
200203,I,01,-7.5,5.5,0,0.00,887,,84,,
200203,I,02,-5.0,8.0,0,0.00,887,,78,,
200203,I,03,-2.0,8.0,0,0.00,887,,75,,
200203,I,04,-1.5,3.5,41,1.03,928,,100,,
200203,I,05,-2.0,4.0,21,0.64,949,,104,,
200203,I,06,-5.5,7.0,0,0.00,949,,95,,
200203,I,07,-5.0,8.0,3,0.06,952,,89,,
200203,I,08,-1.5,3.0,18,0.36,970,,98,,
200203,I,09,-2.0,6.0,9,0.21,979,,91,,
200203,I,10,-5.5,5.0,7,0.15,986,,89,,
200203,I,11,-9.5,8.5,4,0.08,990,,84,,
200203,I,12,-5.5,12.0,0,0.00,990,,76,,
200203,I,13,-1.5,11.5,0,0.00,990,,69,,
200203,I,14,-1.5,15.0,0,0.00,990,,61,,
200203,I,15,1.5,9.0,0,0.00,990,,57,0.14,
200203,I,16,1.5,15.0,0,0.00,990,,47,0.02,
200203,I,17,0.0,17.0,0,0.00,990,,37,,
200203,I,18,2.0,8.0,0,0.00,990,,28,0.18,
200203,I,19,-0.5,12.0,1,0.06,991,,20,0.40,
200203,I,20,0.0,14.0,0,0.00,991,,10,,
200203,I,21,-1.0,15.5,0,0.00,991,,2,,
200203,I,22,0.0,18.0,0,0.00,991,,0,,
200203,I,23,0.5,20.5,0,0.00,991,,0,,
200203,I,24,1.0,21.0,0,0.00,991,,0,,
200203,I,25,1.5,20.5,0,0.00,991,,0,,
200203,I,26,1.0,21.0,0,0.00,991,,0,,
200203,I,27,3.0,22.5,0,0.00,991,,,,
200203,I,28,3.5,24.0,0,0.00,991,,,,
200203,I,29,3.5,24.5,0,0.00,991,,,,
200203,I,30,4.0,25.5,0,0.00,991,,,,
200203,I,31,3.5,24.0,0,0.00,991,,,,
200203,J,01,4.5,16.0,,,,,,0.40,
200203,J,02,1.5,20.0,,,,,,,
200203,J,03,2.0,20.0,,,,,,,
200203,J,04,0.5,19.5,,,,,,,
200203,J,05,2.5,17.5,,,,,,,
200203,J,06,-1.5,18.0,,,,,,,
200203,J,07,4.5,15.5,,,,,,,
200203,J,08,-2.0,19.5,,,,,,,
200203,J,09,1.0,21.0,,,,,,0.04,
200203,J,10,4.0,19.5,,,,,,0.04,
200203,J,11,0.0,21.5,,,,,,,
200203,J,12,0.5,21.5,,,,,,,
200203,J,13,2.5,19.0,,,,,,0.15,
200203,J,14,1.5,21.0,,,,,,0.14,
200203,J,15,1.0,23.5,,,,,,,
200203,J,16,3.5,24.5,,,,,,,
200203,J,17,2.0,24.0,,,,,,0.02,
200203,J,18,4.5,21.0,,,,,,0.04,
200203,J,19,2.5,19.0,,,,,,0.04,
200203,J,20,2.5,15.5,,,,,,0.43,
200203,J,21,1.0,18.0,,,,,,,
200203,J,22,1.5,20.0,,,,,,,
200203,J,23,0.5,20.5,,,,,,,
200203,J,24,1.0,20.0,,,,,,,
200203,J,25,1.5,17.0,,,,,,,
200203,J,26,-0.5,20.5,,,,,,,
200203,J,27,1.0,23.0,,,,,,,
200203,J,28,1.5,24.0,,,,,,,
200203,J,29,3.5,24.0,,,,,,,
200203,J,30,3.0,27.0,,,,,,,
200203,K,01,5.0,25.0,,,,,,,
200203,K,02,3.5,25.5,,,,,,,
200203,K,03,3.5,26.5,,,,,,,
200203,K,04,3.5,26.5,,,,,,,
200203,K,05,3.5,26.5,,,,,,,
200203,K,06,4.0,26.0,,,,,,,
200203,K,07,4.0,26.0,,,,,,,
200203,K,08,3.5,26.5,,,,,,,
200203,K,09,4.0,27.0,,,,,,,
200203,K,10,2.0,28.5,,,,,,,
200203,K,11,3.0,28.5,,,,,,,
200203,K,12,5.0,28.5,,,,,,,
200203,K,13,4.5,28.0,,,,,,,
200203,K,14,5.5,29.5,,,,,,,
200203,K,15,6.5,28.5,,,,,,,
200203,K,16,6.0,29.5,,,,,,,
200203,K,17,7.0,29.0,,,,,,0.04,
200203,K,18,7.5,29.5,,,,,,,
200203,K,19,6.5,30.0,,,,,,,
200203,K,20,7.0,28.0,,,,,,0.07,
200203,K,21,7.0,27.5,,,,,,,
200203,K,22,6.5,28.5,,,,,,,
200203,K,23,7.5,26.0,,,,,,0.10,
200203,K,24,5.5,28.0,,,,,,,
200203,K,25,8.5,26.0,,,,,,0.03,
200203,K,26,7.5,30.0,,,,,,0.36,
200203,K,27,7.5,25.0,,,,,,0.06,
200203,K,28,6.0,25.5,,,,,,0.02,
200203,K,29,8.5,25.0,,,,,,,
200203,K,30,5.5,24.5,,,,,,,
200203,K,31,5.5,24.5,,,,,,0.46,
200203,L,01,6.0,21.5,,,,,,0.10,
200203,L,02,6.5,26.0,,,,,,0.03,
200203,L,03,8.5,22.5,,,,,,0.05,
200203,L,04,6.0,21.5,,,,,,,
200203,L,05,5.5,24.0,,,,,,,
200203,L,06,6.0,25.0,,,,,,,
200203,L,07,7.5,27.0,,,,,,,
200203,L,08,10.5,25.0,,,,,,,
200203,L,09,7.0,28.0,,,,,,,
200203,L,10,7.0,26.0,,,,,,0.45,
200203,L,11,8.5,25.0,,,,,,0.61,
200203,L,12,6.5,26.0,,,,,,0.35,
200203,L,13,6.5,26.0,,,,,,0.15,
200203,L,14,6.0,25.5,,,,,,0.02,
200203,L,15,5.5,22.0,,,,,,,
200203,L,16,6.0,21.0,,,,,,0.26,
200203,L,17,6.0,17.0,,,,,,0.07,
200203,L,18,8.5,18.5,,,,,,0.05,
200203,L,19,4.0,20.5,,,,,,,
200203,L,20,4.0,25.0,,,,,,,
200203,L,21,5.5,25.0,,,,,,,
200203,L,22,9.5,23.5,,,,,,0.19,
200203,L,23,8.0,20.5,,,,,,0.02,
200203,L,24,5.5,21.5,,,,,,0.15,
200203,L,25,6.5,20.5,,,,,,0.12,
200203,L,26,4.5,20.0,,,,,,,
200203,L,27,6.5,21.5,,,,,,,
200203,L,28,9.0,17.0,,,,,,0.04,
200203,L,29,4.5,21.5,,,,,,,
200203,L,30,6.5,17.5,,,,,,0.12,
200203,L,31,3.0,19.5,,,,,,,
200304,A,01,2.5,23.0,,,0,,,,
200304,A,02,4.0,24.5,,,,,,,
200304,A,03,6.5,19.5,,,,,,0.08,
200304,A,04,3.5,21.5,,,,,,0.03,
200304,A,05,5.5,18.5,,,,,,0.12,
200304,A,06,7.5,17.5,,,,,,0.09,
200304,A,07,7.5,14.5,,,,,,0.22,
200304,A,08,2.0,17.0,,,0,,,0.03,
200304,A,09,1.0,11.5,1,0.05,1,,1,1.17,
200304,A,10,1.0,4.5,29,1.56,30,,15,,
200304,A,11,-2.0,9.0,2,0.05,32,,7,,
200304,A,12,-1.0,14.0,,,32,,,,
200304,A,13,0.0,11.5,,,32,,,,
200304,A,14,-5.0,14.0,,,32,,,,
200304,A,15,-2.0,16.5,,,32,,,,
200304,A,16,0.5,17.0,,,32,,,,
200304,A,17,3.0,16.5,,,32,,,,
200304,A,18,-4.0,13.5,,,32,,,,
200304,A,19,-2.5,16.0,,,32,,,,
200304,A,20,0.0,18.0,,,32,,,,
200304,A,21,-1.5,18.0,,,32,,,,
200304,A,22,-1.5,20.0,,,32,,,,
200304,A,23,-0.5,20.0,,,32,,,,
200304,A,24,-1.5,21.0,,,32,,,,
200304,A,25,-1.5,21.0,,,32,,,,
200304,A,26,1.5,21.5,,,32,,,,
200304,A,27,2.0,21.0,,,32,,,,
200304,A,28,1.0,21.0,,,32,,,,
200304,A,29,1.5,21.0,,,32,,,,
200304,A,30,2.0,21.0,,,32,,,,
200304,B,01,1.5,18.5,,,32,,,,
200304,B,02,5.5,10.0,,,32,,,0.60,
200304,B,03,4.5,10.0,,,32,,,0.03,
200304,B,04,4.0,10.5,,,32,,,0.11,
200304,B,05,0.5,14.0,,,32,,,,
200304,B,06,-0.5,15.5,,,32,,,,
200304,B,07,1.0,14.5,,,32,,,,
200304,B,08,1.0,17.0,,,32,,,,
200304,B,09,0.0,16.5,,,32,,,,
200304,B,10,1.5,14.0,,,32,,,,
200304,B,11,0.5,13.0,,,32,,,0.13,
200304,B,12,-4.0,14.0,,,32,,,,
200304,B,13,0.5,11.5,,,32,,,,
200304,B,14,-6.0,11.0,,,32,,,,
200304,B,15,0.0,14.0,,,32,,,,
200304,B,16,1.0,15.0,,,32,,,,
200304,B,17,-1.0,18.5,,,32,,,,
200304,B,18,-1.5,19.5,,,32,,,,
200304,B,19,-2.0,18.0,,,32,,,,
200304,B,20,-0.5,19.0,,,32,,,,
200304,B,21,-1.0,20.0,,,32,,,,
200304,B,22,0.0,20.0,,,32,,,,
200304,B,23,-0.5,18.0,,,32,,,,
200304,B,24,0.0,13.5,,,32,,,,
200304,B,25,-3.5,5.5,,,32,,,,
200304,B,26,-8.5,8.0,,,32,,,,
200304,B,27,-3.5,10.0,,,32,,,,
200304,B,28,5.0,11.5,,,32,,,,
200304,B,29,0.5,12.0,,,32,,,,
200304,B,30,1.0,11.0,,,32,,,,
200304,B,31,3.0,10.0,,,32,,,,
200304,C,01,4.0,5.5,1,0.03,33,,0,,
200304,C,02,1.5,4.0,7,0.17,40,,2,,
200304,C,03,-3.5,2.0,22,0.66,62,,20,,
