"Accepted Symbol","Synonym Symbol","Scientific Name"
"CYCI","","Cymbopogon citratus"
"CYDI13","","Cymbopogon distans"
"CYFL2","","Cymbopogon flexuosus"
"CYJW","","Cymbopogon jwarancusa"
"CYMA15","","Cymbopogon martinii"
"CYNA","","Cymbopogon nardus"
"CYRE","","Cymbopogon refractus"
"CYSC8","","Cymbopogon schoenanthus"
"CYTO3","","Cymbopogon tortilis"
"CYWI6","","Cymbopogon winterianus"
"CYFR4","","Cymophyllus fraserianus"
"CYAE2","","Cynodon aethiopicus"
"CYAR15","","Cynodon arcuatus"
"CYBA9","","Cynodon barberi"
"CYBR14","","Cynodon bradleyi"
"CYDA","","Cynodon dactylon"
"CYDAA2","","Cynodon dactylon var. aridus"
"CYDAD","","Cynodon dactylon var. dactylon"
"CYMA2","","Cynodon magennisii"
"CYMA27","","Cynodon maritimus"
"CYNL80","","Cynodon nlemfuensis"
"CYNLN","","Cynodon nlemfuensis var. nlemfuensis"
"CYNLR","","Cynodon nlemfuensis var. robustus"
"CYPL2","","Cynodon plectostachyus"
"CYTR","","Cynodon transvaalensis"
"CYCR","","Cynosurus cristatus"
"CYEC","","Cynosurus echinatus"
"CYDE9","","Cyperus ×deamii"
"CYAC2","","Cyperus acuminatus"
"CYAG","","Cyperus aggregatus"
"CYAL6","","Cyperus alopecuroides"
"CYAM","","Cyperus amabilis"
"CYAM2","","Cyperus amuricus"
"CYAR4","","Cyperus articulatus"
"CYAU2","","Cyperus auriculatus"
"CYBI6","","Cyperus bipartitus"
"CYCA18","","Cyperus calcicola"
"CYCE","","Cyperus cephalanthus"
"CYCO24","","Cyperus compactus"
"CYCO","","Cyperus compressus"
"CYCO2","","Cyperus confertus"
"CYCO3","","Cyperus congestus"
"CYCR6","","Cyperus croceus"
"CYCU","","Cyperus cuspidatus"
"CYCY","","Cyperus cyperinus"
"CYCY2","","Cyperus cyperoides"
"CYDE2","","Cyperus dentatus"
"CYDE10","","Cyperus dentoniae"
"CYDI3","","Cyperus diandrus"
"CYDI4","","Cyperus difformis"
"CYDI12","","Cyperus diffusus"
"CYDI5","","Cyperus digitatus"
"CYDI14","","Cyperus dioicus"
"CYDI15","","Cyperus dipsaceus"
"CYDI7","","Cyperus distans"
"CYDI8","","Cyperus distinctus"
"CYDR4","","Cyperus drummondii"
"CYEC2","","Cyperus echinatus"
"CYEL","","Cyperus elegans"
"CYEN2","","Cyperus entrerianus"
"CYER","","Cyperus eragrostis"
"CYER2","","Cyperus erythrorhizos"
"CYES","","Cyperus esculentus"
"CYESE2","","Cyperus esculentus var. esculentus"
"CYESH","","Cyperus esculentus var. hermannii"
"CYESL","","Cyperus esculentus var. leptostachyus"
"CYESM","","Cyperus esculentus var. macrostachyus"
"CYESS","","Cyperus esculentus var. sativus"
"CYFA3","","Cyperus fauriei"
"CYFE2","","Cyperus fendlerianus"
"CYFI","","Cyperus filicinus"
"CYFI4","","Cyperus filiformis"
"CYFL","","Cyperus flavescens"
"CYFL5","","Cyperus flavicomus"
"CYFL11","","Cyperus flavidus"
"CYFL3","","Cyperus flexuosus"
"CYFL10","","Cyperus floribundus"
"CYFL6","","Cyperus floridanus"
"CYFU9","","Cyperus fugax"
"CYFU2","","Cyperus fuligineus"
"CYFU3","","Cyperus fuscus"
"CYGI2","","Cyperus giganteus"
"CYGR9","","Cyperus gracilis"
"CYGR10","","Cyperus granitophilus"
"CYGR2","","Cyperus grayi"
"CYGR11","","Cyperus grayoides"
"CYHA","","Cyperus haspan"
"CYHE2","","Cyperus hermaphroditus"
"CYHI","","Cyperus hillebrandii"
"CYHID","","Cyperus hillebrandii var. decipiens"
"CYHIH2","","Cyperus hillebrandii var. hillebrandii"
"CYHO","","Cyperus houghtonii"
"CYHY7","","Cyperus hyalinus"
"CYHY2","","Cyperus hypochlorus"
"CYHYB","","Cyperus hypochlorus var. brevior"
"CYHYH","","Cyperus hypochlorus var. hypochlorus"
"CYHYK","","Cyperus hypochlorus var. kauaiensis"
"CYHY6","","Cyperus hypopitys"
"CYHY","","Cyperus hystricinus"
"CYIM","","Cyperus imbricatus"
"CYIN6","","Cyperus involucratus"
"CYIR","","Cyperus iria"
"CYJA","","Cyperus javanicus"
"CYLA2","","Cyperus laevigatus"
"CYLA3","","Cyperus lancastriensis"
"CYLA5","","Cyperus lanceolatus"
"CYLE2","","Cyperus lecontei"
"CYLE","","Cyperus lentiginosus"
"CYLI","","Cyperus ligularis"
"CYLU2","","Cyperus lupulinus"
"CYLUL","","Cyperus lupulinus ssp. lupulinus"
"CYLUM","","Cyperus lupulinus ssp. macilentus"
"CYMA4","","Cyperus manimae"
"CYMAA","","Cyperus manimae var. asperrimus"
"CYMAD","","Cyperus manimae var. divergens"
"CYME4","","Cyperus meyenianus"
"CYMU4","","Cyperus mutisii"
"CYNA2","","Cyperus nanus"
"CYNAN2","","Cyperus nanus var. nanus"
"CYNAS","","Cyperus nanus var. subtenuis"
"CYNE2","","Cyperus neokunthianus"
"CYNI2","","Cyperus niger"
"CYOC2","","Cyperus ochraceus"
"CYOD","","Cyperus odoratus"
"CYON","","Cyperus onerosus"
"CYOV3","","Cyperus ovatus"
"CYOW2","","Cyperus owanii"
"CYOX","","Cyperus oxylepis"
"CYPA24","","Cyperus pallidicolor"
"CYPA8","","Cyperus papyrus"
"CYPA4","","Cyperus parishii"
"CYPE3","","Cyperus pennatiformis"
"CYPEB","","Cyperus pennatiformis var. bryanii"
"CYPEP","","Cyperus pennatiformis var. pennatiformis"
"CYPH","","Cyperus phaeolepis"
"CYPH2","","Cyperus phleoides"
"CYPHH","","Cyperus phleoides var. hawaiensis"
"CYPHP","","Cyperus phleoides var. phleoides"
"CYPI","","Cyperus pilosus"
"CYPL4","","Cyperus planifolius"
"CYPL3","","Cyperus plukenetii"
"CYPO","","Cyperus polystachyos"
"CYPOM","","Cyperus polystachyos var. miser"
"CYPOP2","","Cyperus polystachyos var. polystachyos"
"CYPOT","","Cyperus polystachyos var. texensis"
"CYPR17","","Cyperus prolifer"
"CYPR2","","Cyperus prolixus"
"CYPS3","","Cyperus pseudothyrsiflorus"
"CYPS","","Cyperus pseudovegetus"
"CYPU15","","Cyperus pulguerensis"
"CYPU3","","Cyperus pumilus"
"CYRE2","","Cyperus reflexus"
"CYRE3","","Cyperus refractus"
"CYRE14","","Cyperus retroflexus"
"CYRE4","","Cyperus retrofractus"
"CYRE5","","Cyperus retrorsus"
"CYRER2","","Cyperus retrorsus var. retrorsus"
"CYRER","","Cyperus retrorsus var. robustus"
"CYRO2","","Cyperus rockii"
"CYRO","","Cyperus rotundus"
"CYSA","","Cyperus sandwicensis"
"CYSA10","","Cyperus sanguinolentus"
"CYSC3","","Cyperus schweinitzii"
"CYSE5","","Cyperus serotinus"
"CYSE2","","Cyperus seslerioides"
"CYSE3","","Cyperus setigerus"
"CYSP2","","Cyperus spectabilis"
"CYSP3","","Cyperus sphacelatus"
"CYSP7","","Cyperus sphaerolepis"
"CYSQ","","Cyperus squarrosus"
"CYST","","Cyperus strigosus"
"CYSU12","","Cyperus subcaracasanus"
"CYSU13","","Cyperus sulcinux"
"CYSU","","Cyperus surinamensis"
"CYSW","","Cyperus swartzii"
"CYTE12","","Cyperus tenerrimus"
"CYTE16","","Cyperus tenuiculmis"
"CYTE4","","Cyperus tenuis"
"CYTE5","","Cyperus tetragonus"
"CYTH","","Cyperus thyrsiflorus"
"CYTR2","","Cyperus trachysanthos"
"CYTR3","","Cyperus trinervis"
"CYUN3","","Cyperus unioloides"
"CYUR","","Cyperus urbanii"
"CYVI2","","Cyperus virens"
"CYOX3","","Cyrtococcum oxyphyllum"
"CYPA22","","Cyrtococcum patens"
"DAGL","","Dactylis glomerata"
"DAGLA","","Dactylis glomerata ssp. aschersoniana"
"DAGLG","","Dactylis glomerata ssp. glomerata"
"DAGLH2","","Dactylis glomerata ssp. himalayensis"
"DAGLH3","","Dactylis glomerata ssp. hispanica"
"DAGLL3","","Dactylis glomerata ssp. lobata"
"DAGLL2","","Dactylis glomerata ssp. lusitanica"
"DAGLS2","","Dactylis glomerata ssp. smithii"
"DAGLW2","","Dactylis glomerata ssp. woronowii"
"DAMA3","","Dactylis marina"
"DAAE","","Dactyloctenium aegyptium"
"DAAU2","","Dactyloctenium australe"
"DAGE","","Dactyloctenium germinatum"
"DAGI","","Dactyloctenium giganteum"
"DARA2","","Dactyloctenium radulans"
"DAAL5","","Danthonia alpina"
"DACA3","","Danthonia californica"
"DACO","","Danthonia compressa"
"DADE","","Danthonia decumbens"
"DAEP2","","Danthonia epilis"
"DAIN","","Danthonia intermedia"
"DAPA2","","Danthonia parryi"
"DASE2","","Danthonia sericea"
"DASP2","","Danthonia spicata"
"DAUN","","Danthonia unispicata"
"DADI5","","Danthoniopsis dinteri"
"DAPR4","","Danthoniopsis pruinosa"
"DAPU7","","Dasyochloa pulchella"
"DAVI2","","Dasypyrum villosum"
"DEAS","","Dendrocalamus asper"
"DEGI2","","Dendrocalamus gigantea"
"DEST4","","Dendrocalamus strictus"
"DEAL6","","Deschampsia alpina"
"DEBE2","","Deschampsia beringensis"
"DEBR2","","Deschampsia brevifolia"
"DECE","","Deschampsia cespitosa"
"DEDA","","Deschampsia danthonioides"
"DEEL","","Deschampsia elongata"
"DEFL","","Deschampsia flexuosa"
"DEFLF","","Deschampsia flexuosa var. flexuosa"
"DEFLM","","Deschampsia flexuosa var. montana"
"DEHO2","","Deschampsia holciformis"
"DEME4","","Deschampsia media"
"DENU6","","Deschampsia nubigena"
"DESE3","","Deschampsia setacea"
"DEBI5","","Desmostachya bipinnata"
"DIAM","","Diarrhena americana"
"DIOB3","","Diarrhena obovata"
"DISC4","","Dichanthelium ×scoparioides"
"DIAC","","Dichanthelium aciculare"
"DIAC2","","Dichanthelium acuminatum"
"DIACA","","Dichanthelium acuminatum var. acuminatum"
"DIACF","","Dichanthelium acuminatum var. fasciculatum"
"DIACL","","Dichanthelium acuminatum var. lindheimeri"
"DIACS","","Dichanthelium acuminatum var. sericeum"
"DIACT2","","Dichanthelium acuminatum var. thermale"
"DIACT","","Dichanthelium acuminatum var. thurowii"
"DIBO","","Dichanthelium boreale"
"DIBO2","","Dichanthelium boscii"
"DICL","","Dichanthelium clandestinum"
"DICO2","","Dichanthelium commutatum"
"DICO4","","Dichanthelium consanguineum"
"DICY","","Dichanthelium cynodon"
"DIDE4","","Dichanthelium depauperatum"
"DIDI6","","Dichanthelium dichotomum"
"DIDIB","","Dichanthelium dichotomum var. breve"
"DIDID","","Dichanthelium dichotomum var. dichotomum"
"DIDIE","","Dichanthelium dichotomum var. ensifolium"
"DIDIG","","Dichanthelium dichotomum var. glabrifolium"
"DIDIT","","Dichanthelium dichotomum var. tenue"
"DIER4","","Dichanthelium erectifolium"
"DIHI2","","Dichanthelium hillebrandianum"
"DIHI13","","Dichanthelium hirstii"
"DIIS2","","Dichanthelium isachnoides"
"DIKO","","Dichanthelium koolauense"
"DILA8","","Dichanthelium latifolium"
"DILA9","","Dichanthelium laxiflorum"
"DILE2","","Dichanthelium leibergii"
"DILE4","","Dichanthelium leucothrix"
"DILI2","","Dichanthelium linearifolium"
"DILO4","","Dichanthelium longiligulatum"
"DIMA5","","Dichanthelium malacophyllum"
"DIME2","","Dichanthelium meridionale"
"DINO","","Dichanthelium nodatum"
"DIOL","","Dichanthelium oligosanthes"
"DIOLO","","Dichanthelium oligosanthes var. oligosanthes"
"DIOLS","","Dichanthelium oligosanthes var. scribnerianum"
"DIOV","","Dichanthelium ovale"
"DIOVA","","Dichanthelium ovale var. addisonii"
"DIOVO","","Dichanthelium ovale var. ovale"
"DIPE4","","Dichanthelium pedicellatum"
"DIRA","","Dichanthelium ravenelii"
"DISA5","","Dichanthelium sabulorum"
"DISAP","","Dichanthelium sabulorum var. patulum"
"DISAS2","","Dichanthelium sabulorum var. sabulorum"
"DISAT","","Dichanthelium sabulorum var. thinium"
"DISC2","","Dichanthelium scabriusculum"
"DISC3","","Dichanthelium scoparium"
"DISP2","","Dichanthelium sphaerocarpon"
"DISPI","","Dichanthelium sphaerocarpon var. isophyllum"
"DISPS3","","Dichanthelium sphaerocarpon var. sphaerocarpon"
"DISP4","","Dichanthelium spretum"
"DIST5","","Dichanthelium strigosum"
"DISTG","","Dichanthelium strigosum var. glabrescens"
"DISTL","","Dichanthelium strigosum var. leucoblepharis"
"DISTS","","Dichanthelium strigosum var. strigosum"
"DIVI7","","Dichanthelium villosissimum"
"DIVIP","","Dichanthelium villosissimum var. praecocius"
"DIVIV","","Dichanthelium villosissimum var. villosissimum"
"DIWI5","","Dichanthelium wilcoxianum"
"DIWR3","","Dichanthelium wrightianum"
"DIXA","","Dichanthelium xanthophysum"
"DIAN","","Dichanthium annulatum"
"DIANA","","Dichanthium annulatum var. annulatum"
"DIANP","","Dichanthium annulatum var. papillosum"
"DIAR5","","Dichanthium aristatum"
"DIBL7","","Dichanthium bladhii"
"DICA35","","Dichanthium caricosum"
"DISE5","","Dichanthium sericeum"
"DITE10","","Dichanthium tenue"
"DITE11","","Dichanthium tenuiculum"
"DICR7","","Dichelachne crinita"
"DIMI9","","Dichelachne micrantha"
"DIMO11","","Dichelachne montana"
"DIFA2","","Diectomis fastigiata"
"DIUM2","","Digitaria ×umfolozi"
"DIAB","","Digitaria abyssinica"
"DIAE3","","Digitaria aequiglumis"
"DIAR7","","Digitaria arenicola"
"DIAR3","","Digitaria argillacea"
"DIAR15","","Digitaria argyrograpta"
"DIBI","","Digitaria bicornis"
"DIBR12","","Digitaria brownii"
"DICA8","","Digitaria californica"
"DICI","","Digitaria ciliaris"
"DICO6","","Digitaria cognata"
"DICR3","","Digitaria cruciata"
"DIDE8","","Digitaria debilis"
"DIDI19","","Digitaria diagonalis"
"DIDI16","","Digitaria didactyla"
"DIDI20","","Digitaria divaricatissima"
"DIDI21","","Digitaria diversinervis"
"DIDO","","Digitaria dolichophylla"
"DIEG","","Digitaria eggersii"
"DIER","","Digitaria eriantha"
"DIERE","","Digitaria eriantha ssp. eriantha"
"DIERP","","Digitaria eriantha ssp. pentzii"
"DIER8","","Digitaria eriostachya"
"DIEX4","","Digitaria exilis"
"DIFI","","Digitaria filiformis"
"DIFL","","Digitaria floridana"
"DIFU","","Digitaria fuscescens"
"DIGA3","","Digitaria gaudichaudii"
"DIGA2","","Digitaria gazensis"
"DIGL7","","Digitaria glauca"
"DIGR","","Digitaria gracillima"
"DIHE7","","Digitaria herpocladus"
"DIHE","","Digitaria heterantha"
"DIHI3","","Digitaria hitchcockii"
"DIHO","","Digitaria horizontalis"
"DIIB2","","Digitaria iburua"
"DIIN2","","Digitaria insularis"
"DIIS","","Digitaria ischaemum"
"DILE11","","Digitaria leptorrhachis"
"DILO2","","Digitaria longiflora"
"DIMA16","","Digitaria macroglossa"
"DIMA27","","Digitaria mariannensis"
"DIMI3","","Digitaria milanjiana"
"DIMO12","","Digitaria monodactyla"
"DINA2","","Digitaria natalensis"
"DINU","","Digitaria nuda"
"DIPA4","","Digitaria panicea"
"DIPA6","","Digitaria patens"
"DIPA5","","Digitaria pauciflora"
"DIPH4","","Digitaria phaeothrix"
"DIPU9","","Digitaria pubiflora"
"DIRA5","","Digitaria radicosa"
"DISA","","Digitaria sanguinalis"
"DISE16","","Digitaria seriata"
"DISE3","","Digitaria serotina"
"DISE6","","Digitaria setigera"
"DISE17","","Digitaria setivalva"
"DISI2","","Digitaria similis"
"DISI","","Digitaria simpsonii"
"DISM4","","Digitaria smutsii"
"DIST","","Digitaria stenotaphrodes"
"DISW3","","Digitaria swalleniana"
"DISW4","","Digitaria swazilandensis"
"DITE","","Digitaria texana"
"DITI2","","Digitaria timorensis"
"DITO6","","Digitaria tomentosa"
"DITR10","","Digitaria tricholaeinoides"
"DIUN10","","Digitaria uniglumis"
"DIVA5","","Digitaria valida"
"DIVE2","","Digitaria velutina"
"DIVI","","Digitaria villosa"
"DIVI2","","Digitaria violascens"
"DICH14","","Dimeria chloridiformis"
"DICI6","","Dimeria ciliata"
"DIOR5","","Dimeria ornithopoda"
"DIORT","","Dimeria ornithopoda var. tenera"
"DIRE7","","Dinebra retroflexa"
"DICA5","","Dissanthelium californicum"
"DIBI2","","Dissochondrus biflorus"
"DIPA23","","Distichlis palmeri"
"DISP","","Distichlis spicata"
"DUAR3","","Dulichium arundinaceum"
"DUARA","","Dulichium arundinaceum var. arundinaceum"
"DUARB","","Dulichium arundinaceum var. boreale"
"DULA6","","×Dupoa labradorica"
"DUFI","","Dupontia fisheri"
"ECCO2","","Echinochloa colona"
"ECCR","","Echinochloa crus-galli"
"ECCR2","","Echinochloa crus-pavonis"
"ECCRC2","","Echinochloa crus-pavonis var. crus-pavonis"
"ECCRM","","Echinochloa crus-pavonis var. macera"
"ECEL2","","Echinochloa elliptica"
"ECES","","Echinochloa esculenta"
"ECFR","","Echinochloa frumentacea"
"ECHA3","","Echinochloa haploclada"
"ECHO4","","Echinochloa holciformis"
"ECMU2","","Echinochloa muricata"
"ECMUM","","Echinochloa muricata var. microstachya"
"ECMUM2","","Echinochloa muricata var. muricata"
"ECOP","","Echinochloa oplismenoides"
"ECOR","","Echinochloa oryzoides"
"ECPA5","","Echinochloa paludigena"
"ECPH","","Echinochloa phyllopogon"
"ECPI","","Echinochloa picta"
"ECPO3","","Echinochloa polystachya"
"ECPY2","","Echinochloa pyramidalis"
"ECSP5","","Echinochloa spectabilis"
"ECSP3","","Echinochloa spiralis"
"ECST4","","Echinochloa stagnina"
"ECTU","","Echinochloa turneriana"
"ECWA","","Echinochloa walteri"
"ECNU","","Echinopogon nutans"
"ECLE","","Ectrosia leporina"
"EHCA","","Ehrharta calycina"
"EHCA3","","Ehrharta capensis"
"EHER","","Ehrharta erecta"
"EHLO3","","Ehrharta longiflora"
"EHLO2","","Ehrharta longifolia"
"EHVI2","","Ehrharta villosa"
"ELIN5","","Eleocharis ×inaequilatera [cellulosa × quadrangulata]"
"ELAC","","Eleocharis acicularis"
"ELACA","","Eleocharis acicularis var. acicularis"
"ELACP","","Eleocharis acicularis var. porcata"
"ELAC5","","Eleocharis acutangula"
"ELAE2","","Eleocharis aestuum"
"ELAL","","Eleocharis albida"
"ELAT","","Eleocharis atropurpurea"
"ELAU","","Eleocharis austrotexana"
"ELBA2","","Eleocharis baldwinii"
"ELBE","","Eleocharis bella"
"ELBI3","","Eleocharis bicolor"
"ELBI4","","Eleocharis bifida"
"ELBO","","Eleocharis bolanderi"
"ELBR4","","Eleocharis brachycarpa"
"ELBR","","Eleocharis brittonii"
"ELCA9","","Eleocharis cancellata"
"ELCE","","Eleocharis cellulosa"
"ELCO2","","Eleocharis compressa"
"ELCOA3","","Eleocharis compressa var. acutisquamata"
"ELCOC2","","Eleocharis compressa var. compressa"
"ELCO11","","Eleocharis congesta"
"ELCY","","Eleocharis cylindrica"
"ELDE5","","Eleocharis debilis"
"ELDE2","","Eleocharis decumbens"
"ELDI2","","Eleocharis diandra"
"ELDU3","","Eleocharis dulcis"
"ELEL","","Eleocharis elegans"
"ELEL4","","Eleocharis elliptica"
"ELEL2","","Eleocharis elongata"
"ELEN","","Eleocharis engelmannii"
"ELEQ","","Eleocharis equisetoides"
"ELER","","Eleocharis erythropoda"
"ELFA","","Eleocharis fallax"
"ELFL","","Eleocharis flavescens"
"ELFLF","","Eleocharis flavescens var. flavescens"
"ELFLT","","Eleocharis flavescens var. thermalis"
"ELGE","","Eleocharis geniculata"
"ELHA2","","Eleocharis halophila"
"ELIN","","Eleocharis intermedia"
"ELIN2","","Eleocharis interstincta"
"ELKA","","Eleocharis kamtschatica"
"ELLA","","Eleocharis lanceolata"
"ELMA12","","Eleocharis macounii"
"ELMA5","","Eleocharis macrostachya"
"ELMA15","","Eleocharis mamillata"
"ELME","","Eleocharis melanocarpa"
"ELME3","","Eleocharis melanostachys"
"ELMI2","","Eleocharis microcarpa"
"ELMI3","","Eleocharis minima"
"ELMO","","Eleocharis montana"
"ELMO2","","Eleocharis montevidensis"
"ELMU2","","Eleocharis mutata"
"ELNA","","Eleocharis nana"
"ELNI2","","Eleocharis nigrescens"
"ELNI","","Eleocharis nitida"
"ELOB2","","Eleocharis obtusa"
"ELOB5","","Eleocharis obtusetrigona"
"ELOC4","","Eleocharis occulta"
"ELOC2","","Eleocharis ochrostachys"
"ELOL3","","Eleocharis oligantha"
"ELOL","","Eleocharis olivacea"
"ELOLO","","Eleocharis olivacea var. olivacea"
"ELOLR","","Eleocharis olivacea var. reductiseta"
"ELOV","","Eleocharis ovata"
"ELPA","","Eleocharis pachycarpa"
"ELPA9","","Eleocharis pachystyla"
"ELPA3","","Eleocharis palustris"
"ELPAP","","Eleocharis palustris var. palustris"
"ELPAV","","Eleocharis palustris var. vigens"
"ELPA4","","Eleocharis parishii"
"ELPA5","","Eleocharis parvula"
"ELQU","","Eleocharis quadrangulata"
"ELQU2","","Eleocharis quinqueflora"
"ELRA","","Eleocharis radicans"
"ELRE2","","Eleocharis retroflexa"
"ELRE","","Eleocharis reverchonii"
"ELRO","","Eleocharis robbinsii"
"ELRO2","","Eleocharis rostellata"
"ELSC8","","Eleocharis schaffneri"
"ELSU2","","Eleocharis suksdorfiana"
"ELTE","","Eleocharis tenuis"
"ELTEP","","Eleocharis tenuis var. pseudoptera"
"ELTET","","Eleocharis tenuis var. tenuis"
"ELTEV","","Eleocharis tenuis var. verrucosa"
"ELTO5","","Eleocharis torticulmis"
"ELTO","","Eleocharis tortilis"
"ELTR5","","Eleocharis tricostata"
"ELTU","","Eleocharis tuberculosa"
"ELUN","","Eleocharis uniglumis"
"ELVI4","","Eleocharis vivipara"
"ELWO","","Eleocharis wolfii"
"ELCO3","","Eleusine coracana"
"ELCOA","","Eleusine coracana ssp. africana"
"ELIN3","","Eleusine indica"
"ELTR2","","Eleusine tristachya"
"ELBA","","Elionurus barbiculmis"
"ELTR4","","Elionurus tripsacoides"
"ELAR5","","×Elyhordeum arcuatum"
"ELCA25","","×Elyhordeum californicum"
"ELCH6","","×Elyhordeum chatangense"
"ELDA","","×Elyhordeum dakotense"
"ELDU5","","×Elyhordeum dutillyanum"
"ELIO","","×Elyhordeum iowense"
"ELMA8","","×Elyhordeum macounii"
"ELMO4","","×Elyhordeum montanense"
"ELPI6","","×Elyhordeum pilosilemma"
"ELSC2","","×Elyhordeum schaackianum"
"ELST","","×Elyhordeum stebbinsianum"
"ELAL4","","×Elyleymus aleuticus"
"ELAR6","","×Elyleymus aristatus"
"ELCO8","","×Elyleymus colvillensis"
"ELHI4","","×Elyleymus hirtiflorus"
"ELTU2","","×Elyleymus turneri"
"ELUN2","","×Elyleymus ungavensis"
"ELCA28","","Elymus ×cayouetteorum"
"ELEB","","Elymus ×ebingeri"
"ELHA3","","Elymus ×hansenii"
"ELMA4","","Elymus ×maltei"
"ELMO6","","Elymus ×mossii"
"ELPA14","","Elymus ×palmerensis"
"ELPI3","","Elymus ×pinaloensis"
"ELPS","","Elymus ×pseudorepens"
"ELSA4","","Elymus ×saundersii"
"ELYU","","Elymus ×yukonensis"
"ELAB","","Elymus abolinii"
"ELAG2","","Elymus agropyroides"
"ELAL5","","Elymus alaskanus"
"ELALA2","","Elymus alaskanus ssp. alaskanus"
"ELALL","","Elymus alaskanus ssp. latiglumis"
"ELAL7","","Elymus albicans"
"ELAR7","","Elymus arizonicus"
"ELBA3","","Elymus bakeri"
"ELBA4","","Elymus batalinii"
"ELBR6","","Elymus breviaristatus"
"ELBRS","","Elymus breviaristatus ssp. scabrifolius"
"ELCA22","","Elymus calderi"
"ELCA10","","Elymus californicus"
"ELCA4","","Elymus canadensis"
"ELCA11","","Elymus caninus"
"ELCH5","","Elymus churchii"
"ELCI3","","Elymus ciliaris"
"ELCIC","","Elymus ciliaris ssp. ciliaris"
"ELDA3","","Elymus dahuricus"
"ELDAE","","Elymus dahuricus ssp. excelsus"
"ELDI3","","Elymus diversiglumis"
"ELDO2","","Elymus donianus"
"ELDR","","Elymus drobovii"
"ELEL5","","Elymus elymoides"
"ELELB2","","Elymus elymoides ssp. brevifolius"
"ELELC2","","Elymus elymoides ssp. californicus"
"ELELE","","Elymus elymoides ssp. elymoides"
"ELELH","","Elymus elymoides ssp. hordeoides"
"ELFI3","","Elymus fibrosus"
"ELFIF","","Elymus fibrosus ssp. fibrosus"
"ELGL3","","Elymus glabriflorus"
"ELGL","","Elymus glaucus"
"ELGLG","","Elymus glaucus ssp. glaucus"
"ELGLJ2","","Elymus glaucus ssp. jepsonii"
"ELGLM","","Elymus glaucus ssp. mackenzii"
"ELGLV","","Elymus glaucus ssp. virescens"
"ELGM","","Elymus gmelinii"
"ELHI","","Elymus hirsutus"
"ELHO3","","Elymus hoffmannii"
"ELHY","","Elymus hystrix"
"ELHYB","","Elymus hystrix var. bigeloviana"
"ELHYH","","Elymus hystrix var. hystrix"
"ELIN6","","Elymus interruptus"
"ELKR2","","Elymus kronokensis"
"ELKRK2","","Elymus kronokensis ssp. kronokensis"
"ELKRS2","","Elymus kronokensis ssp. subalpinus"
"ELLA3","","Elymus lanceolatus"
"ELLAL","","Elymus lanceolatus ssp. lanceolatus"
"ELLAP","","Elymus lanceolatus ssp. psammophilus"
"ELLO4","","Elymus longearistatus"
"ELMA","","Elymus macgregorii"
"ELMA7","","Elymus macrourus"
"ELMA14","","Elymus magellanicus"
"ELMU3","","Elymus multisetus"
"ELMU7","","Elymus mutabilis"
"ELMUM","","Elymus mutabilis ssp. mutabilis"
"ELMUP","","Elymus mutabilis ssp. praecaespitosus"
"ELNE2","","Elymus nevskii"
"ELNU4","","Elymus nutans"
"ELPA15","","Elymus patagonicus"
"ELPE5","","Elymus pendulina"
"ELPR3","","Elymus praeruptus"
"ELRE4","","Elymus repens"
"ELREE","","Elymus repens ssp. elongatiformis"
"ELRI","","Elymus riparius"
"ELSA3","","Elymus sajanensis"
"ELSC9","","Elymus scabriglumis"
"ELSC4","","Elymus scribneri"
"ELSE6","","Elymus semicostatus"
"ELSI","","Elymus sibiricus"
"ELSI11","","Elymus sierrus"
"ELST3","","Elymus stebbinsii"
"ELSTS","","Elymus stebbinsii ssp. septentrionalis"
"ELSTS2","","Elymus stebbinsii ssp. stebbinsii"
"ELSU","","Elymus submuticus"
"ELSV","","Elymus svensonii"
"ELTA","","Elymus tangutorum"
"ELTE3","","Elymus texensis"
"ELTR7","","Elymus trachycaulus"
"ELTRS","","Elymus trachycaulus ssp. subsecundus"
"ELTRT","","Elymus trachycaulus ssp. trachycaulus"
"ELTRV3","","Elymus trachycaulus ssp. virescens"
"ELTR9","","Elymus transhyrcanus"
"ELTS","","Elymus tsukushiensis"
"ELTST","","Elymus tsukushiensis var. tsukushiensis"
"ELVI","","Elymus villosus"
"ELVI3","","Elymus virginicus"
"ELVIH","","Elymus virginicus var. halophilus"
"ELVIV","","Elymus virginicus var. virginicus"
"ELVU","","Elymus vulpinus"
"ELWA2","","Elymus wawawaiensis"
"ELWI","","Elymus wiegandii"
"ELLI4","","Elytrigia ×littorea"
"ELOB3","","Elytrigia ×obtusiuscula"
"ELAL6","","Elytrigia alatavica"
"ELCA23","","Elytrigia caespitosa"
"ELCAC3","","Elytrigia caespitosa ssp. caespitosa"
"ELDI5","","Elytrigia disticha"
"ENCE","","Enneapogon cenchroides"
"ENDE","","Enneapogon desvauxii"
"ENGL2","","Enneapogon glaber"
"ENGR3","","Enneapogon gracilis"
"ENNI2","","Enneapogon nigricans"
"ENPE3","","Enneapogon persicus"
"ENAC4","","Enteropogon acicularis"
"ENCH","","Enteropogon chlorideus"
"ENDO","","Enteropogon dolichostachyus"
"ENMA4","","Enteropogon macrostachyus"
"ENMO3","","Enteropogon monostachyos"
"ENPR","","Enteropogon prieurii"
"ENIM","","Entolasia imbricata"
"ENMA5","","Entolasia marginata"
