Plant,Year,Month,Day,Date
Lilium regale ,1998,6,20,6/20/98
Lilium regale ,1998,6,27,6/27/98
Lilium regale ,1998,7,11,7/11/98
Lilium regale ,1999,6,19,6/19/99
Lilium regale ,1999,6,26,6/26/99
Lilium regale ,1999,7,10,7/10/99
Lilium regale ,2000,6,24,6/24/00
Lilium regale ,2000,7,1,7/1/00
Lilium regale ,2000,7,8,7/8/00
Lilium regale ,2001,6,23,6/23/01
Lilium regale ,2001,7,7,7/7/01
Lilium regale ,2001,7,21,7/21/01
Lilium regale ,2002,6,8,6/8/02
Lilium regale ,2002,6,22,6/22/02
Lilium regale ,2002,7,6,7/6/02
Lilium regale ,2002,7,20,7/20/02
Lilium regale ,2003,6,21,6/21/03
Lilium regale ,2003,7,12,7/12/03
Lilium regale ,2004,7,3,7/3/04
Lilium regale ,2005,6,18,6/18/05
Lilium regale ,2005,6,25,6/25/05
Lilium regale ,2005,7,1,7/1/05
Lilium regale ,2005,7,16,7/16/05
Lilium regale ,2006,6,24,6/24/06
Lilium regale ,2006,7,1,7/1/06
Lilium regale ,2006,7,15,7/15/06
Lilium regale ,2007,6,16,6/16/07
Lilium regale ,2007,6,23,6/23/07
Lilium regale ,2007,7,7,7/7/07
Lilium regale ,2007,7,21,7/21/07
Lilium regale ,2008,6,14,6/14/08
Lilium regale ,2008,6,21,6/21/08
Lilium regale ,2008,7,5,7/5/08
Lilium regale ,2009,6,20,6/20/09
Lilium regale ,2009,7,4,7/4/09
Lilium regale ,2010,6,26,6/26/10
Lilium regale ,2010,7,3,7/3/10
Lilium regale ,2010,7,17,7/17/10
Lilium regale ,2011,6,11,6/11/11
Lilium regale ,2011,6,20,6/20/11
Lilium regale ,2011,7,2,7/2/11
Lilium tigrinum ,1985,7,27,7/27/85
Lilium tigrinum ,1985,8,3,8/3/85
Lilium tigrinum ,1985,8,10,8/10/85
Lilium tigrinum ,1985,8,17,8/17/85
Lilium tigrinum ,1985,8,24,8/24/85
Lilium tigrinum ,1986,7,26,7/26/86
Lilium tigrinum ,1986,8,2,8/2/86
Lilium tigrinum ,1986,8,9,8/9/86
Lilium tigrinum ,1986,8,16,8/16/86
Lilium tigrinum ,1986,8,23,8/23/86
Lilium tigrinum ,1987,7,18,7/18/87
Lilium tigrinum ,1987,7,25,7/25/87
Lilium tigrinum ,1987,8,1,8/1/87
Lilium tigrinum ,1987,8,8,8/8/87
Lilium tigrinum ,1987,8,15,8/15/87
Lilium tigrinum ,1988,7,16,7/16/88
Lilium tigrinum ,1988,7,23,7/23/88
Lilium tigrinum ,1988,7,30,7/30/88
Lilium tigrinum ,1988,8,6,8/6/88
Lilium tigrinum ,1988,8,13,8/13/88
Lilium tigrinum ,1989,7,15,7/15/89
Lilium tigrinum ,1989,7,22,7/22/89
Lilium tigrinum ,1989,7,29,7/29/89
Lilium tigrinum ,1990,7,21,7/21/90
Lilium tigrinum ,1990,7,28,7/28/90
Lilium tigrinum ,1990,8,4,8/4/90
Lilium tigrinum ,1990,8,11,8/11/90
Lilium tigrinum ,1991,8,3,8/3/91
Lilium tigrinum ,1991,8,10,8/10/91
Lilium tigrinum ,1991,8,17,8/17/91
Lilium tigrinum ,1991,8,24,8/24/91
Lilium tigrinum ,1992,7,18,7/18/92
Lilium tigrinum ,1992,7,25,7/25/92
Lilium tigrinum ,1992,8,1,8/1/92
Lilium tigrinum ,1992,8,8,8/8/92
Lilium tigrinum ,1993,7,24,7/24/93
Lilium tigrinum ,1993,7,31,7/31/93
Lilium tigrinum ,1993,8,7,8/7/93
Lilium tigrinum ,1994,7,16,7/16/94
Lilium tigrinum ,1994,7,23,7/23/94
Lilium tigrinum ,1994,7,30,7/30/94
Lilium tigrinum ,1995,7,22,7/22/95
Lilium tigrinum ,1995,7,29,7/29/95
Lilium tigrinum ,1995,8,5,8/5/95
Lilium tigrinum ,1995,8,12,8/12/95
Lilium tigrinum ,1996,8,10,8/10/96
Lilium tigrinum ,1996,8,17,8/17/96
Lilium tigrinum ,1997,7,19,7/19/97
Lilium tigrinum ,1997,7,26,7/26/97
Lilium tigrinum ,1997,8,2,8/2/97
Lilium tigrinum ,1997,8,9,8/9/97
Lilium tigrinum ,1998,7,18,7/18/98
Lilium tigrinum ,1998,7,25,7/25/98
Lilium tigrinum ,1998,8,8,8/8/98
Lilium tigrinum ,1999,7,17,7/17/99
Lilium tigrinum ,1999,7,24,7/24/99
Lilium tigrinum ,2000,7,29,7/29/00
Lilium tigrinum ,2000,8,5,8/5/00
Lilium tigrinum ,2001,7,28,7/28/01
Lilium tigrinum ,2002,8,3,8/3/02
Lilium tigrinum ,2003,7,26,7/26/03
Lilium tigrinum ,2003,8,2,8/2/03
Lilium tigrinum ,2004,7,24,7/24/04
Lilium tigrinum ,2004,7,31,7/31/04
Lilium tigrinum ,2005,8,6,8/6/05
Lilium tigrinum ,2006,7,29,7/29/06
Liriodendron tulipifera ,1985,6,23,6/23/85
Liriodendron tulipifera ,1985,6,29,6/29/85
Liriodendron tulipifera ,1985,7,13,7/13/85
Liriodendron tulipifera ,1989,6,10,6/10/89
Liriodendron tulipifera ,1989,6,17,6/17/89
Liriodendron tulipifera ,1989,6,24,6/24/89
Liriodendron tulipifera ,1989,7,1,7/1/89
Liriodendron tulipifera ,1990,5,26,5/26/90
Liriodendron tulipifera ,1990,6,2,6/2/90
Liriodendron tulipifera ,1990,6,9,6/9/90
Liriodendron tulipifera ,1990,6,16,6/16/90
Liriodendron tulipifera ,1990,6,23,6/23/90
Liriodendron tulipifera ,1990,6,30,6/30/90
Liriodendron tulipifera ,1991,6,29,6/29/91
Liriodendron tulipifera ,1991,7,6,7/6/91
Liriodendron tulipifera ,1991,7,13,7/13/91
Liriodendron tulipifera ,1991,7,20,7/20/91
Liriodendron tulipifera ,1991,7,27,7/27/91
Liriodendron tulipifera ,1991,8,3,8/3/91
Liriodendron tulipifera ,1996,6,22,6/22/96
Liriodendron tulipifera ,1996,6,29,6/29/96
Liriodendron tulipifera ,1996,7,6,7/6/96
Liriodendron tulipifera ,1996,7,13,7/13/96
Liriodendron tulipifera ,1996,7,20,7/20/96
Liriodendron tulipifera ,1997,6,7,6/7/97
Liriodendron tulipifera ,1997,6,14,6/14/97
Liriodendron tulipifera ,1997,6,21,6/21/97
Liriodendron tulipifera ,1997,6,28,6/28/97
Liriodendron tulipifera ,1997,7,5,7/5/97
Liriodendron tulipifera ,1997,7,12,7/12/97
Liriodendron tulipifera ,1998,6,6,6/6/98
Liriodendron tulipifera ,1998,6,13,6/13/98
Liriodendron tulipifera ,1998,6,27,6/27/98
Liriodendron tulipifera ,1998,7,11,7/11/98
Liriodendron tulipifera ,1999,5,29,5/29/99
Liriodendron tulipifera ,1999,6,12,6/12/99
Liriodendron tulipifera ,1999,6,26,6/26/99
Liriodendron tulipifera ,1999,7,10,7/10/99
Liriodendron tulipifera ,2000,6,3,6/3/00
Liriodendron tulipifera ,2000,6,10,6/10/00
Liriodendron tulipifera ,2000,6,24,6/24/00
Liriodendron tulipifera ,2000,7,8,7/8/00
Liriodendron tulipifera ,2001,6,16,6/16/01
Liriodendron tulipifera ,2001,6,23,6/23/01
Liriodendron tulipifera ,2001,7,7,7/7/01
Liriodendron tulipifera ,2001,7,21,7/21/01
Liriodendron tulipifera ,2002,5,25,5/25/02
Liriodendron tulipifera ,2002,6,8,6/8/02
Liriodendron tulipifera ,2002,6,22,6/22/02
Liriodendron tulipifera ,2002,7,6,7/6/02
Liriodendron tulipifera ,2003,6,7,6/7/03
Liriodendron tulipifera ,2003,6,21,6/21/03
Liriodendron tulipifera ,2003,7,12,7/12/03
Liriodendron tulipifera ,2004,6,5,6/5/04
Liriodendron tulipifera ,2005,6,25,6/25/05
Liriodendron tulipifera ,2005,7,1,7/1/05
Liriodendron tulipifera ,2005,7,30,7/30/05
Liriodendron tulipifera ,2006,6,10,6/10/06
Liriodendron tulipifera ,2006,6,17,6/17/06
Liriodendron tulipifera ,2006,7,1,7/1/06
Liriodendron tulipifera ,2006,7,15,7/15/06
Liriodendron tulipifera ,2007,6,9,6/9/07
Liriodendron tulipifera ,2007,6,23,6/23/07
Liriodendron tulipifera ,2009,6,13,6/13/09
Liriodendron tulipifera ,2009,6,20,6/20/09
Liriodendron tulipifera ,2009,7,4,7/4/09
Liriodendron tulipifera ,2010,6,5,6/5/10
Liriodendron tulipifera ,2010,6,19,6/19/10
Liriodendron tulipifera ,2010,7,3,7/3/10
Liriodendron tulipifera ,2011,5,14,5/14/11
Liriodendron tulipifera ,2011,5,28,5/28/11
Liriodendron tulipifera ,2011,6,4,6/4/11
Liriodendron tulipifera ,2011,6,20,6/20/11
Liriodendron tulipifera ,2011,7,2,7/2/11
Lolium perenne ,1987,8,8,8/8/87
Lolium perenne ,1987,8,15,8/15/87
Lolium perenne ,1987,8,29,8/29/87
Lolium perenne ,1987,9,26,9/26/87
Lolium perenne ,1987,10,3,10/3/87
Lolium perenne ,1988,5,28,5/28/88
Lolium perenne ,1988,6,4,6/4/88
Lolium perenne ,1988,6,11,6/11/88
Lolium perenne ,1988,6,18,6/18/88
Lolium perenne ,1988,6,25,6/25/88
Lolium perenne ,1988,7,2,7/2/88
Lolium perenne ,1988,7,9,7/9/88
Lolium perenne ,1988,7,16,7/16/88
Lolium perenne ,1988,7,23,7/23/88
Lolium perenne ,1988,7,30,7/30/88
Lolium perenne ,1988,8,6,8/6/88
Lolium perenne ,1988,8,13,8/13/88
Lolium perenne ,1988,8,20,8/20/88
Lolium perenne ,1988,8,27,8/27/88
Lolium perenne ,1988,9,3,9/3/88
Lolium perenne ,1988,9,10,9/10/88
Lolium perenne ,1988,9,17,9/17/88
Lolium perenne ,1988,9,25,9/25/88
Lolium perenne ,1988,10,1,10/1/88
Lolium perenne ,1988,10,15,10/15/88
Lolium perenne ,1988,10,22,10/22/88
Lolium perenne ,1988,10,29,10/29/88
Lolium perenne ,1989,6,3,6/3/89
Lolium perenne ,1989,6,10,6/10/89
Lolium perenne ,1989,6,17,6/17/89
Lolium perenne ,1989,6,24,6/24/89
Lolium perenne ,1989,7,1,7/1/89
Lolium perenne ,1989,7,15,7/15/89
Lolium perenne ,1989,7,22,7/22/89
Lolium perenne ,1989,7,29,7/29/89
Lolium perenne ,1989,8,5,8/5/89
Lolium perenne ,1989,8,12,8/12/89
Lolium perenne ,1989,8,19,8/19/89
Lolium perenne ,1989,8,26,8/26/89
Lolium perenne ,1989,9,2,9/2/89
Lolium perenne ,1989,9,9,9/9/89
Lolium perenne ,1989,9,16,9/16/89
Lolium perenne ,1989,9,23,9/23/89
Lolium perenne ,1990,4,21,4/21/90
Lolium perenne ,1990,4,28,4/28/90
Lolium perenne ,1990,5,5,5/5/90
Lolium perenne ,1990,5,12,5/12/90
Lolium perenne ,1990,5,26,5/26/90
Lolium perenne ,1990,6,2,6/2/90
Lolium perenne ,1990,6,9,6/9/90
Lolium perenne ,1990,6,23,6/23/90
Lolium perenne ,1990,6,30,6/30/90
Lolium perenne ,1990,7,7,7/7/90
Lolium perenne ,1990,7,14,7/14/90
Lolium perenne ,1990,7,21,7/21/90
Lolium perenne ,1990,7,28,7/28/90
Lolium perenne ,1990,8,4,8/4/90
Lolium perenne ,1990,8,11,8/11/90
Lolium perenne ,1990,8,18,8/18/90
Lolium perenne ,1990,8,25,8/25/90
Lolium perenne ,1990,9,8,9/8/90
Lolium perenne ,1991,6,15,6/15/91
Lolium perenne ,1991,6,22,6/22/91
Lolium perenne ,1991,6,29,6/29/91
Lolium perenne ,1991,7,6,7/6/91
Lolium perenne ,1991,7,13,7/13/91
Lolium perenne ,1991,7,20,7/20/91
Lolium perenne ,1991,7,27,7/27/91
Lolium perenne ,1991,8,3,8/3/91
Lolium perenne ,1991,8,10,8/10/91
Lolium perenne ,1991,8,17,8/17/91
Lolium perenne ,1991,8,24,8/24/91
Lolium perenne ,1991,8,31,8/31/91
Lolium perenne ,1991,9,7,9/7/91
Lolium perenne ,1991,9,14,9/14/91
Lolium perenne ,1991,10,5,10/5/91
Lolium perenne ,1991,10,12,10/12/91
Lolium perenne ,1992,5,23,5/23/92
Lolium perenne ,1992,5,30,5/30/92
Lolium perenne ,1992,6,6,6/6/92
Lolium perenne ,1992,6,13,6/13/92
Lolium perenne ,1992,6,27,6/27/92
Lolium perenne ,1992,7,18,7/18/92
Lolium perenne ,1992,7,25,7/25/92
Lolium perenne ,1992,8,1,8/1/92
Lolium perenne ,1992,8,8,8/8/92
Lolium perenne ,1992,8,15,8/15/92
Lolium perenne ,1992,8,22,8/22/92
Lolium perenne ,1993,5,22,5/22/93
Lolium perenne ,1993,5,29,5/29/93
Lolium perenne ,1993,6,19,6/19/93
Lolium perenne ,1993,6,26,6/26/93
Lolium perenne ,1993,7,3,7/3/93
Lolium perenne ,1993,7,10,7/10/93
Lolium perenne ,1993,7,17,7/17/93
Lolium perenne ,1993,7,24,7/24/93
Lolium perenne ,1993,7,31,7/31/93
Lolium perenne ,1993,8,14,8/14/93
Lolium perenne ,1993,8,21,8/21/93
Lolium perenne ,1993,9,4,9/4/93
Lolium perenne ,1993,9,11,9/11/93
Lolium perenne ,1993,9,18,9/18/93
Lolium perenne ,1993,9,25,9/25/93
Lolium perenne ,1993,10,2,10/2/93
Lolium perenne ,1993,10,9,10/9/93
Lolium perenne ,1994,4,16,4/16/94
Lolium perenne ,1994,4,23,4/23/94
Lolium perenne ,1994,4,30,4/30/94
Lolium perenne ,1994,5,7,5/7/94
Lolium perenne ,1994,5,21,5/21/94
Lolium perenne ,1994,5,28,5/28/94
Lolium perenne ,1994,6,4,6/4/94
Lolium perenne ,1994,6,11,6/11/94
Lolium perenne ,1994,7,2,7/2/94
Lolium perenne ,1994,7,9,7/9/94
Lolium perenne ,1994,7,16,7/16/94
Lolium perenne ,1994,7,23,7/23/94
Lolium perenne ,1994,7,30,7/30/94
Lolium perenne ,1994,8,6,8/6/94
Lolium perenne ,1995,5,20,5/20/95
Lolium perenne ,1995,5,27,5/27/95
Lolium perenne ,1995,6,3,6/3/95
Lolium perenne ,1995,6,10,6/10/95
Lolium perenne ,1995,6,17,6/17/95
Lolium perenne ,1995,6,24,6/24/95
Lolium perenne ,1995,7,1,7/1/95
Lolium perenne ,1995,7,8,7/8/95
Lolium perenne ,1995,7,15,7/15/95
Lolium perenne ,1995,7,22,7/22/95
Lolium perenne ,1995,7,29,7/29/95
Lolium perenne ,1995,8,5,8/5/95
Lolium perenne ,1995,8,12,8/12/95
Lolium perenne ,1995,8,19,8/19/95
Lolium perenne ,1995,8,26,8/26/95
Lolium perenne ,1995,9,2,9/2/95
Lolium perenne ,1995,9,9,9/9/95
Lolium perenne ,1995,9,30,9/30/95
Lolium perenne ,1996,6,22,6/22/96
Lolium perenne ,1996,6,29,6/29/96
Lolium perenne ,1996,7,6,7/6/96
Lolium perenne ,1996,7,13,7/13/96
Lolium perenne ,1996,7,20,7/20/96
Lolium perenne ,1996,8,10,8/10/96
Lolium perenne ,1996,8,17,8/17/96
Lolium perenne ,1996,8,24,8/24/96
Lolium perenne ,1996,8,31,8/31/96
Lolium perenne ,1996,11,16,11/16/96
Lolium perenne ,1997,6,7,6/7/97
Lolium perenne ,1997,6,21,6/21/97
Lolium perenne ,1997,6,28,6/28/97
Lolium perenne ,1997,7,5,7/5/97
Lolium perenne ,1997,7,12,7/12/97
Lolium perenne ,1997,7,19,7/19/97
Lolium perenne ,1997,7,26,7/26/97
Lolium perenne ,1997,8,2,8/2/97
Lolium perenne ,1997,8,9,8/9/97
Lolium perenne ,1997,8,16,8/16/97
Lolium perenne ,1997,8,23,8/23/97
Lolium perenne ,1997,8,30,8/30/97
Lolium perenne ,1998,5,30,5/30/98
Lolium perenne ,1998,6,6,6/6/98
Lolium perenne ,1998,6,13,6/13/98
Lolium perenne ,1998,6,27,6/27/98
Lolium perenne ,1998,7,11,7/11/98
Lolium perenne ,1998,7,25,7/25/98
Lolium perenne ,1998,8,8,8/8/98
Lolium perenne ,1998,8,22,8/22/98
Lolium perenne ,1998,9,5,9/5/98
Lolium perenne ,1998,9,12,9/12/98
Lolium perenne ,1999,5,15,5/15/99
Lolium perenne ,1999,5,29,5/29/99
Lolium perenne ,1999,6,12,6/12/99
Lolium perenne ,1999,6,26,6/26/99
Lolium perenne ,1999,7,10,7/10/99
Lolium perenne ,1999,7,24,7/24/99
Lolium perenne ,1999,8,7,8/7/99
Lolium perenne ,1999,8,21,8/21/99
Lolium perenne ,2000,5,27,5/27/00
Lolium perenne ,2000,7,8,7/8/00
Lolium perenne ,2000,7,22,7/22/00
Lolium perenne ,2001,4,21,4/21/01
Lolium perenne ,2001,5,12,5/12/01
Lolium perenne ,2001,6,9,6/9/01
Lolium perenne ,2001,7,7,7/7/01
Lolium perenne ,2001,7,21,7/21/01
Lolium perenne ,2001,8,4,8/4/01
Lolium perenne ,2002,5,4,5/4/02
Lolium perenne ,2002,6,22,6/22/02
Lolium perenne ,2002,7,6,7/6/02
Lolium perenne ,2003,8,30,8/30/03
Lolium perenne ,2003,9,13,9/13/03
Lolium perenne ,2004,7,3,7/3/04
Lolium perenne ,2004,7,17,7/17/04
Lolium perenne ,2004,9,25,9/25/04
Lolium perenne ,2005,9,10,9/10/05
Lolium perenne ,2006,5,13,5/13/06
Lolium perenne ,2006,7,1,7/1/06
Lolium perenne ,2006,7,15,7/15/06
Lolium perenne ,2006,7,29,7/29/06
Lolium perenne ,2006,8,12,8/12/06
Lolium perenne ,2006,8,26,8/26/06
Lolium perenne ,2007,5,19,5/19/07
Lolium perenne ,2007,5,26,5/26/07
Lolium perenne ,2007,6,9,6/9/07
Lolium perenne ,2007,8,4,8/4/07
Lolium perenne ,2007,8,18,8/18/07
Lolium perenne ,2007,9,22,9/22/07
Lolium perenne ,2008,6,14,6/14/08
Lolium perenne ,2008,6,21,6/21/08
Lonicera japonica Halliana,1991,7,13,7/13/91
Lonicera japonica Halliana,1993,6,19,6/19/93
Lonicera japonica Halliana,1993,6,26,6/26/93
Lonicera japonica Halliana,1993,7,3,7/3/93
Lonicera japonica Halliana,1993,7,10,7/10/93
Lonicera japonica Halliana,1993,7,17,7/17/93
Lonicera japonica Halliana,1993,7,24,7/24/93
Lonicera japonica Halliana,1993,7,31,7/31/93
Lonicera japonica Halliana,1993,8,7,8/7/93
Lonicera japonica Halliana,1994,6,11,6/11/94
Lonicera japonica Halliana,1994,7,2,7/2/94
Lonicera japonica Halliana,1994,7,9,7/9/94
Lonicera japonica Halliana,1994,7,16,7/16/94
Lonicera japonica Halliana,1994,7,23,7/23/94
Lonicera japonica Halliana,1994,7,30,7/30/94
Lonicera japonica Halliana,1994,8,6,8/6/94
Lonicera japonica Halliana,1994,8,13,8/13/94
Lonicera japonica Halliana,1995,6,17,6/17/95
Lonicera japonica Halliana,1995,6,24,6/24/95
Lonicera japonica Halliana,1995,7,1,7/1/95
Lonicera japonica Halliana,1995,7,8,7/8/95
Lonicera japonica Halliana,1995,7,15,7/15/95
Lonicera japonica Halliana,1995,7,22,7/22/95
Lonicera japonica Halliana,1995,7,29,7/29/95
Lonicera japonica Halliana,1995,8,5,8/5/95
Lonicera japonica Halliana,1996,7,20,7/20/96
Lonicera japonica Halliana,1996,8,10,8/10/96
Lonicera japonica Halliana,1996,8,17,8/17/96
Lonicera japonica Halliana,1996,8,24,8/24/96
Lonicera japonica Halliana,1997,6,28,6/28/97
Lonicera japonica Halliana,1997,7,5,7/5/97
Lonicera japonica Halliana,1997,7,12,7/12/97
Lonicera japonica Halliana,1997,7,19,7/19/97
Lonicera japonica Halliana,1997,7,26,7/26/97
Lonicera japonica Halliana,1997,8,2,8/2/97
Lonicera japonica Halliana,1997,8,9,8/9/97
Lonicera japonica Halliana,1997,8,16,8/16/97
Lonicera japonica Halliana,1998,5,30,5/30/98
Lonicera japonica Halliana,1998,6,6,6/6/98
Lonicera japonica Halliana,1998,6,13,6/13/98
Lonicera japonica Halliana,1998,6,27,6/27/98
Lonicera japonica Halliana,1998,7,11,7/11/98
Lonicera japonica Halliana,1998,7,25,7/25/98
Lonicera japonica Halliana,1998,8,8,8/8/98
Lonicera japonica Halliana,1998,8,22,8/22/98
Lonicera japonica Halliana,1998,9,5,9/5/98
Lonicera japonica Halliana,1998,9,19,9/19/98
Lonicera japonica Halliana,1998,9,26,9/26/98
Lonicera japonica Halliana,1998,10,3,10/3/98
Lonicera japonica Halliana,1998,11,7,11/7/98
Lonicera japonica Halliana,1999,5,29,5/29/99
Lonicera japonica Halliana,1999,6,12,6/12/99
Lonicera japonica Halliana,1999,6,26,6/26/99
Lonicera japonica Halliana,1999,7,10,7/10/99
Lonicera japonica Halliana,1999,7,24,7/24/99
Lonicera japonica Halliana,1999,8,7,8/7/99
Lonicera japonica Halliana,1999,8,21,8/21/99
Lonicera japonica Halliana,1999,9,4,9/4/99
Lonicera japonica Halliana,1999,9,25,9/25/99
Lonicera japonica Halliana,1999,10,16,10/16/99
Lonicera japonica Halliana,1999,10,30,10/30/99
Lonicera japonica Halliana,2000,6,3,6/3/00
Lonicera japonica Halliana,2000,6,10,6/10/00
Lonicera japonica Halliana,2000,6,24,6/24/00
Lonicera japonica Halliana,2000,7,8,7/8/00
Lonicera japonica Halliana,2000,7,22,7/22/00
Lonicera japonica Halliana,2000,8,5,8/5/00
Lonicera japonica Halliana,2000,8,19,8/19/00
Lonicera japonica Halliana,2001,6,2,6/2/01
Lonicera japonica Halliana,2001,6,9,6/9/01
Lonicera japonica Halliana,2001,6,23,6/23/01
Lonicera japonica Halliana,2001,7,7,7/7/01
Lonicera japonica Halliana,2001,7,21,7/21/01
Lonicera japonica Halliana,2002,6,8,6/8/02
Lonicera japonica Halliana,2002,6,22,6/22/02
Lonicera japonica Halliana,2002,7,6,7/6/02
Lonicera japonica Halliana,2002,7,20,7/20/02
Lonicera japonica Halliana,2002,8,3,8/3/02
Lonicera japonica Halliana,2002,8,17,8/17/02
Lonicera japonica Halliana,2002,8,31,8/31/02
Lonicera japonica Halliana,2003,6,7,6/7/03
Lonicera japonica Halliana,2003,6,21,6/21/03
Lonicera japonica Halliana,2003,7,12,7/12/03
Lonicera japonica Halliana,2003,8,23,8/23/03
Lonicera japonica Halliana,2004,8,28,8/28/04
Lonicera japonica Halliana,2005,7,1,7/1/05
Lonicera japonica Halliana,2005,7,16,7/16/05
Lonicera japonica Halliana,2005,7,30,7/30/05
Lonicera japonica Halliana,2006,6,24,6/24/06
Lonicera japonica Halliana,2006,7,1,7/1/06
Lonicera japonica Halliana,2007,6,9,6/9/07
Lonicera japonica Halliana,2007,6,23,6/23/07
Lonicera japonica Halliana,2007,7,7,7/7/07
Lonicera japonica Halliana,2007,7,21,7/21/07
Lonicera japonica Halliana,2007,8,4,8/4/07
Lonicera japonica Halliana,2007,8,18,8/18/07
Lonicera japonica Halliana,2007,9,1,9/1/07
Lonicera japonica Halliana,2007,9,22,9/22/07
Lonicera japonica Halliana,2007,9,29,9/29/07
Lonicera japonica Halliana,2007,10,13,10/13/07
Lonicera japonica Halliana,2007,11,24,11/24/07
Lonicera japonica Halliana,2008,6,14,6/14/08
Lonicera japonica Halliana,2008,6,21,6/21/08
Lonicera japonica Halliana,2008,7,5,7/5/08
Lonicera japonica Halliana,2008,7,19,7/19/08
Lonicera japonica Halliana,2008,8,9,8/9/08
Lonicera japonica Halliana,2008,8,16,8/16/08
Lonicera japonica Halliana,2008,8,30,8/30/08
Lonicera japonica Halliana,2008,9,13,9/13/08
Lonicera japonica Halliana,2009,6,13,6/13/09
Lonicera japonica Halliana,2009,6,20,6/20/09
Lonicera japonica Halliana,2009,7,4,7/4/09
Lonicera japonica Halliana,2009,7,18,7/18/09
Lonicera japonica Halliana,2009,8,1,8/1/09
Lonicera japonica Halliana,2009,8,15,8/15/09
Lonicera japonica Halliana,2010,7,3,7/3/10
Lonicera periclymenum Serotina,1992,8,15,8/15/92
Lonicera periclymenum Serotina,1992,8,22,8/22/92
Lonicera periclymenum Serotina,1992,8,29,8/29/92
Lonicera periclymenum Serotina,1992,9,5,9/5/92
Lonicera periclymenum Serotina,1992,9,12,9/12/92
Lonicera periclymenum Serotina,1993,8,7,8/7/93
Lonicera periclymenum Serotina,1993,8,14,8/14/93
Lonicera periclymenum Serotina,1993,8,21,8/21/93
Lonicera periclymenum Serotina,1993,9,4,9/4/93
Lonicera periclymenum Serotina,1994,7,30,7/30/94
Lonicera periclymenum Serotina,1994,8,6,8/6/94
Lonicera periclymenum Serotina,1994,8,13,8/13/94
Lonicera periclymenum Serotina,1994,8,20,8/20/94
Lonicera periclymenum Serotina,1994,8,27,8/27/94
Lonicera periclymenum Serotina,1994,9,3,9/3/94
Lonicera periclymenum Serotina,1995,7,22,7/22/95
Lonicera periclymenum Serotina,1995,7,29,7/29/95
Lonicera periclymenum Serotina,1995,8,5,8/5/95
Lonicera periclymenum Serotina,1995,8,12,8/12/95
Lonicera periclymenum Serotina,1996,7,20,7/20/96
Lonicera periclymenum Serotina,1996,8,10,8/10/96
Lonicera periclymenum Serotina,1996,8,17,8/17/96
Lonicera periclymenum Serotina,1996,8,24,8/24/96
Lonicera periclymenum Serotina,1997,7,12,7/12/97
Lonicera periclymenum Serotina,1997,7,19,7/19/97
Lonicera periclymenum Serotina,1997,7,26,7/26/97
Lonicera periclymenum Serotina,1997,8,2,8/2/97
Lonicera periclymenum Serotina,1997,8,9,8/9/97
Lonicera periclymenum Serotina,1997,8,16,8/16/97
Lonicera periclymenum Serotina,1997,8,23,8/23/97
Lonicera periclymenum Serotina,1997,8,30,8/30/97
Lonicera periclymenum Serotina,1998,7,11,7/11/98
Lonicera periclymenum Serotina,1998,7,25,7/25/98
Lonicera periclymenum Serotina,1998,8,8,8/8/98
Lonicera periclymenum Serotina,1998,8,22,8/22/98
Lonicera periclymenum Serotina,1999,7,17,7/17/99
Lonicera periclymenum Serotina,1999,7,24,7/24/99
Lonicera periclymenum Serotina,1999,8,7,8/7/99
Lonicera periclymenum Serotina,1999,8,21,8/21/99
Lonicera periclymenum Serotina,1999,9,4,9/4/99
Lonicera periclymenum Serotina,2000,7,15,7/15/00
Lonicera periclymenum Serotina,2000,7,22,7/22/00
Lonicera periclymenum Serotina,2000,8,5,8/5/00
Lonicera periclymenum Serotina,2000,8,19,8/19/00
Lonicera periclymenum Serotina,2000,9,2,9/2/00
Lonicera periclymenum Serotina,2001,7,21,7/21/01
Lonicera periclymenum Serotina,2001,8,4,8/4/01
Lonicera periclymenum Serotina,2001,8,18,8/18/01
Lonicera periclymenum Serotina,2001,9,1,9/1/01
Lonicera periclymenum Serotina,2001,9,22,9/22/01
Lonicera periclymenum Serotina,2002,7,20,7/20/02
Lonicera periclymenum Serotina,2002,8,3,8/3/02
Lonicera periclymenum Serotina,2002,8,17,8/17/02
Lonicera periclymenum Serotina,2002,8,31,8/31/02
Lonicera periclymenum Serotina,2002,9,21,9/21/02
Lonicera periclymenum Serotina,2002,9,28,9/28/02
Lonicera periclymenum Serotina,2003,7,19,7/19/03
Lonicera periclymenum Serotina,2003,8,2,8/2/03
Lonicera periclymenum Serotina,2003,8,16,8/16/03
Lonicera periclymenum Serotina,2003,8,30,8/30/03
Lonicera periclymenum Serotina,2005,7,30,7/30/05
Lonicera periclymenum Serotina,2005,8,13,8/13/05
Lonicera periclymenum Serotina,2006,7,15,7/15/06
Lonicera periclymenum Serotina,2006,7,29,7/29/06
Lonicera periclymenum Serotina,2007,7,21,7/21/07
Lonicera periclymenum Serotina,2007,8,4,8/4/07
Lonicera periclymenum Serotina,2008,7,26,7/26/08
Lonicera periclymenum Serotina,2008,8,2,8/2/08
Lonicera periclymenum Serotina,2008,8,16,8/16/08
Lonicera periclymenum Serotina,2009,8,8,8/8/09
Lonicera periclymenum Serotina,2009,8,15,8/15/09
