CO2	Heat	Water	Nutrient	plot	quad	year	species	relabund	flowerdate	funcgroup
2	2	1	2	29	3	2000	Vulpia	0.088888889		1
2	2	1	2	29	3	2000	Crepis	0.044444444		2
2	2	1	2	29	3	2000	Erodium	0.088888889		2
2	2	1	2	29	3	2000	Geranium	0	90	2
2	2	1	2	29	3	2000	Vicia	0		2
2	2	2	1	29	4	2000	Avena	0.052631579	76	1
2	2	2	1	29	4	2000	Bromusd	0	76	1
2	2	2	1	29	4	2000	Bromush	0.526315789	66	1
2	2	2	1	29	4	2000	Lolium	0.026315789		1
2	2	2	1	29	4	2000	Vulpia	0.026315789		1
2	2	2	1	29	4	2000	Crepis	0.157894737		2
2	2	2	1	29	4	2000	Erodium	0.157894737		2
2	2	2	1	29	4	2000	Geranium	0.052631579	98	2
2	2	2	1	29	4	2000	Vicia	0		2
1	2	2	1	30	1	2000	Avena	0.304347826	79	1
1	2	2	1	30	1	2000	Bromusd	0.260869565		1
1	2	2	1	30	1	2000	Bromush	0.130434783	66	1
1	2	2	1	30	1	2000	Lolium	0.108695652		1
1	2	2	1	30	1	2000	Vulpia	0		1
1	2	2	1	30	1	2000	Crepis	0		2
1	2	2	1	30	1	2000	Erodium	0		2
1	2	2	1	30	1	2000	Geranium	0.130434783	93	2
1	2	2	1	30	1	2000	Vicia	0.065217391		2
1	2	2	2	30	2	2000	Avena	0.2	79	1
1	2	2	2	30	2	2000	Bromusd	0.244444444		1
1	2	2	2	30	2	2000	Bromush	0.2	69	1
1	2	2	2	30	2	2000	Lolium	0.111111111		1
1	2	2	2	30	2	2000	Vulpia	0		1
1	2	2	2	30	2	2000	Crepis	0		2
1	2	2	2	30	2	2000	Erodium	0		2
1	2	2	2	30	2	2000	Geranium	0.111111111	93	2
1	2	2	2	30	2	2000	Vicia	0.133333333		2
1	2	1	2	30	3	2000	Avena	0.142857143	82	1
1	2	1	2	30	3	2000	Bromusd	0.057142857		1
1	2	1	2	30	3	2000	Bromush	0.171428571	76	1
1	2	1	2	30	3	2000	Lolium	0.4		1
1	2	1	2	30	3	2000	Vulpia	0		1
1	2	1	2	30	3	2000	Crepis	0		2
1	2	1	2	30	3	2000	Erodium	0		2
1	2	1	2	30	3	2000	Geranium	0.085714286	93	2
1	2	1	2	30	3	2000	Vicia	0.142857143	93	2
1	2	1	1	30	4	2000	Avena	0.285714286	76	1
1	2	1	1	30	4	2000	Bromusd	0.095238095		1
1	2	1	1	30	4	2000	Bromush	0.333333333	66	1
1	2	1	1	30	4	2000	Lolium	0.095238095		1
1	2	1	1	30	4	2000	Vulpia	0		1
1	2	1	1	30	4	2000	Crepis	0		2
1	2	1	1	30	4	2000	Erodium	0		2
1	2	1	1	30	4	2000	Geranium	0.071428571	98	2
1	2	1	1	30	4	2000	Vicia	0.119047619	90	2
1	1	2	2	31	1	2000	Avena	0.195652174	87	1
1	1	2	2	31	1	2000	Bromusd	0		1
1	1	2	2	31	1	2000	Bromush	0.673913043	76	1
1	1	2	2	31	1	2000	Lolium	0		1
1	1	2	2	31	1	2000	Vulpia	0		1
1	1	2	2	31	1	2000	Crepis	0		2
1	1	2	2	31	1	2000	Erodium	0		2
1	1	2	2	31	1	2000	Geranium	0	98	2
1	1	2	2	31	1	2000	Vicia	0.130434783		2
1	1	1	2	31	2	2000	Avena	0.302325581	82	1
1	1	1	2	31	2	2000	Bromusd	0		1
1	1	1	2	31	2	2000	Bromush	0.418604651	76	1
1	1	1	2	31	2	2000	Lolium	0.023255814		1
1	1	1	2	31	2	2000	Vulpia	0		1
1	1	1	2	31	2	2000	Crepis	0		2
1	1	1	2	31	2	2000	Erodium	0		2
1	1	1	2	31	2	2000	Geranium	0.093023256	98	2
1	1	1	2	31	2	2000	Vicia	0.162790698		2
1	1	2	1	31	3	2000	Avena	0.680851064	82	1
1	1	2	1	31	3	2000	Bromusd	0	82	1
1	1	2	1	31	3	2000	Bromush	0.191489362	69	1
1	1	2	1	31	3	2000	Lolium	0.021276596		1
1	1	2	1	31	3	2000	Vulpia	0		1
1	1	2	1	31	3	2000	Crepis	0		2
1	1	2	1	31	3	2000	Erodium	0		2
1	1	2	1	31	3	2000	Geranium	0.063829787		2
1	1	2	1	31	3	2000	Vicia	0.042553191		2
1	1	1	1	31	4	2000	Avena	0.340425532	87	1
1	1	1	1	31	4	2000	Bromusd	0	76	1
1	1	1	1	31	4	2000	Bromush	0.468085106	66	1
1	1	1	1	31	4	2000	Lolium	0.063829787		1
1	1	1	1	31	4	2000	Vulpia	0		1
1	1	1	1	31	4	2000	Crepis	0		2
1	1	1	1	31	4	2000	Erodium	0		2
1	1	1	1	31	4	2000	Geranium	0.063829787		2
1	1	1	1	31	4	2000	Vicia	0.063829787		2
1	1	1	1	32	1	2000	Avena	0.482758621	82	1
1	1	1	1	32	1	2000	Bromusd	0		1
1	1	1	1	32	1	2000	Bromush	0	90	1
1	1	1	1	32	1	2000	Lolium	0		1
1	1	1	1	32	1	2000	Vulpia	0.034482759		1
1	1	1	1	32	1	2000	Crepis	0		2
1	1	1	1	32	1	2000	Erodium	0		2
1	1	1	1	32	1	2000	Geranium	0.413793103	90	2
1	1	1	1	32	1	2000	Vicia	0.068965517		2
1	1	2	2	32	2	2000	Avena	0.517241379	90	1
1	1	2	2	32	2	2000	Bromusd	0.034482759	82	1
1	1	2	2	32	2	2000	Bromush	0.068965517	82	1
1	1	2	2	32	2	2000	Lolium	0		1
1	1	2	2	32	2	2000	Vulpia	0		1
1	1	2	2	32	2	2000	Crepis	0		2
1	1	2	2	32	2	2000	Erodium	0		2
1	1	2	2	32	2	2000	Geranium	0.379310345	90	2
1	1	2	2	32	2	2000	Vicia	0		2
1	1	2	1	32	3	2000	Avena	0.333333333	90	1
1	1	2	1	32	3	2000	Bromusd	0		1
1	1	2	1	32	3	2000	Bromush	0	87	1
1	1	2	1	32	3	2000	Lolium	0		1
1	1	2	1	32	3	2000	Vulpia	0		1
1	1	2	1	32	3	2000	Crepis	0		2
1	1	2	1	32	3	2000	Erodium	0		2
1	1	2	1	32	3	2000	Geranium	0.583333333	69	2
1	1	2	1	32	3	2000	Vicia	0.083333333		2
1	1	1	2	32	4	2000	Avena	0.238095238	87	1
1	1	1	2	32	4	2000	Bromusd	0		1
1	1	1	2	32	4	2000	Bromush	0	90	1
1	1	1	2	32	4	2000	Lolium	0		1
1	1	1	2	32	4	2000	Vulpia	0		1
1	1	1	2	32	4	2000	Crepis	0		2
1	1	1	2	32	4	2000	Erodium	0		2
1	1	1	2	32	4	2000	Geranium	0.619047619	82	2
1	1	1	2	32	4	2000	Vicia	0.142857143		2
1	1	2	1	1	1	2001	Avena	0.413043478	86	1
1	1	2	1	1	1	2001	Bromusd	0.02173913	89	1
1	1	2	1	1	1	2001	Bromush	0.065217391	79	1
1	1	2	1	1	1	2001	Lolium	0.130434783	103	1
1	1	2	1	1	1	2001	Vulpia	0		1
1	1	2	1	1	1	2001	Crepis	0	113	2
1	1	2	1	1	1	2001	Erodium	0	100	2
1	1	2	1	1	1	2001	Geranium	0.369565217	100	2
1	1	2	1	1	1	2001	Vicia	0		2
1	1	1	2	1	2	2001	Avena	0.36	100	1
1	1	1	2	1	2	2001	Bromusd	0.02	92	1
1	1	1	2	1	2	2001	Bromush	0.1	80	1
1	1	1	2	1	2	2001	Lolium	0.26	100	1
1	1	1	2	1	2	2001	Vulpia	0		1
1	1	1	2	1	2	2001	Crepis	0		2
1	1	1	2	1	2	2001	Erodium	0	103	2
1	1	1	2	1	2	2001	Geranium	0.26	92	2
1	1	1	2	1	2	2001	Vicia	0	103	2
1	1	1	1	1	3	2001	Avena	0.469387755	86	1
1	1	1	1	1	3	2001	Bromusd	0.040816327	89	1
1	1	1	1	1	3	2001	Bromush	0	80	1
1	1	1	1	1	3	2001	Lolium	0	103	1
1	1	1	1	1	3	2001	Vulpia	0		1
1	1	1	1	1	3	2001	Crepis	0	100	2
1	1	1	1	1	3	2001	Erodium	0.020408163	113	2
1	1	1	1	1	3	2001	Geranium	0.469387755	100	2
1	1	1	1	1	3	2001	Vicia	0	100	2
1	1	2	2	1	4	2001	Avena	0.387755102	92	1
1	1	2	2	1	4	2001	Bromusd	0.040816327	73	1
1	1	2	2	1	4	2001	Bromush	0.040816327	86	1
1	1	2	2	1	4	2001	Lolium	0.183673469	100	1
1	1	2	2	1	4	2001	Vulpia	0		1
1	1	2	2	1	4	2001	Crepis	0		2
1	1	2	2	1	4	2001	Erodium	0	107	2
1	1	2	2	1	4	2001	Geranium	0.346938776	100	2
1	1	2	2	1	4	2001	Vicia	0	107	2
2	2	2	2	2	1	2001	Avena	0.104166667	107	1
2	2	2	2	2	1	2001	Bromusd	0	103	1
2	2	2	2	2	1	2001	Bromush	0.333333333	92	1
2	2	2	2	2	1	2001	Lolium	0.4375	110	1
2	2	2	2	2	1	2001	Vulpia	0		1
2	2	2	2	2	1	2001	Crepis	0	127	2
2	2	2	2	2	1	2001	Erodium	0		2
2	2	2	2	2	1	2001	Geranium	0.125	92	2
2	2	2	2	2	1	2001	Vicia	0	92	2
2	2	1	2	2	2	2001	Avena	0.125	103	1
2	2	1	2	2	2	2001	Bromusd	0.020833333		1
2	2	1	2	2	2	2001	Bromush	0.291666667	92	1
2	2	1	2	2	2	2001	Lolium	0.520833333	110	1
2	2	1	2	2	2	2001	Vulpia	0		1
2	2	1	2	2	2	2001	Crepis	0		2
2	2	1	2	2	2	2001	Erodium	0		2
2	2	1	2	2	2	2001	Geranium	0.020833333	92	2
2	2	1	2	2	2	2001	Vicia	0.020833333	100	2
2	2	2	1	2	3	2001	Avena	0.159090909	100	1
2	2	2	1	2	3	2001	Bromusd	0		1
2	2	2	1	2	3	2001	Bromush	0.204545455	80	1
2	2	2	1	2	3	2001	Lolium	0.363636364	107	1
2	2	2	1	2	3	2001	Vulpia	0	92	1
2	2	2	1	2	3	2001	Crepis	0.068181818	120	2
2	2	2	1	2	3	2001	Erodium	0		2
2	2	2	1	2	3	2001	Geranium	0.181818182	100	2
2	2	2	1	2	3	2001	Vicia	0.022727273	110	2
2	2	1	1	2	4	2001	Avena	0.14	107	1
2	2	1	1	2	4	2001	Bromusd	0		1
2	2	1	1	2	4	2001	Bromush	0.14	92	1
2	2	1	1	2	4	2001	Lolium	0.36	107	1
2	2	1	1	2	4	2001	Vulpia	0.08	80	1
2	2	1	1	2	4	2001	Crepis	0	116	2
2	2	1	1	2	4	2001	Erodium	0		2
2	2	1	1	2	4	2001	Geranium	0.26	100	2
2	2	1	1	2	4	2001	Vicia	0.02	103	2
1	2	1	2	3	1	2001	Avena	0.234042553	92	1
1	2	1	2	3	1	2001	Bromusd	0	80	1
1	2	1	2	3	1	2001	Bromush	0.553191489	80	1
1	2	1	2	3	1	2001	Lolium	0.021276596	103	1
1	2	1	2	3	1	2001	Vulpia	0.063829787	80	1
1	2	1	2	3	1	2001	Crepis	0		2
1	2	1	2	3	1	2001	Erodium	0	107	2
1	2	1	2	3	1	2001	Geranium	0.127659574	95	2
1	2	1	2	3	1	2001	Vicia	0	100	2
1	2	2	1	3	2	2001	Avena	0.291666667	89	1
1	2	2	1	3	2	2001	Bromusd	0	80	1
1	2	2	1	3	2	2001	Bromush	0.4375	80	1
1	2	2	1	3	2	2001	Lolium	0.020833333	100	1
1	2	2	1	3	2	2001	Vulpia	0.020833333	80	1
1	2	2	1	3	2	2001	Crepis	0		2
1	2	2	1	3	2	2001	Erodium	0	89	2
1	2	2	1	3	2	2001	Geranium	0.229166667	92	2
1	2	2	1	3	2	2001	Vicia	0	100	2
1	2	2	2	3	3	2001	Avena	0.191489362	92	1
1	2	2	2	3	3	2001	Bromusd	0	86	1
1	2	2	2	3	3	2001	Bromush	0.255319149	80	1
1	2	2	2	3	3	2001	Lolium	0.234042553	80	1
1	2	2	2	3	3	2001	Vulpia	0.085106383	80	1
1	2	2	2	3	3	2001	Crepis	0		2
1	2	2	2	3	3	2001	Erodium	0	89	2
1	2	2	2	3	3	2001	Geranium	0.234042553	92	2
1	2	2	2	3	3	2001	Vicia	0		2
1	2	1	1	3	4	2001	Avena	0.081632653	92	1
1	2	1	1	3	4	2001	Bromusd	0.081632653	73	1
1	2	1	1	3	4	2001	Bromush	0.306122449	80	1
1	2	1	1	3	4	2001	Lolium	0.142857143	86	1
1	2	1	1	3	4	2001	Vulpia	0.020408163	83	1
1	2	1	1	3	4	2001	Crepis	0		2
1	2	1	1	3	4	2001	Erodium	0.081632653	89	2
1	2	1	1	3	4	2001	Geranium	0.285714286	92	2
1	2	1	1	3	4	2001	Vicia	0	107	2
2	1	2	2	4	1	2001	Avena	0.114285714	100	1
2	1	2	2	4	1	2001	Bromusd	0	80	1
2	1	2	2	4	1	2001	Bromush	0.171428571	92	1
2	1	2	2	4	1	2001	Lolium	0.6	100	1
2	1	2	2	4	1	2001	Vulpia	0.028571429	103	1
2	1	2	2	4	1	2001	Crepis	0		2
2	1	2	2	4	1	2001	Erodium	0	80	2
2	1	2	2	4	1	2001	Geranium	0.085714286	92	2
2	1	2	2	4	1	2001	Vicia	0	103	2
2	1	1	2	4	2	2001	Avena	0.205128205	100	1
2	1	1	2	4	2	2001	Bromusd	0	83	1
2	1	1	2	4	2	2001	Bromush	0.153846154	92	1
2	1	1	2	4	2	2001	Lolium	0.487179487	92	1
2	1	1	2	4	2	2001	Vulpia	0.025641026		1
2	1	1	2	4	2	2001	Crepis	0		2
2	1	1	2	4	2	2001	Erodium	0.051282051	80	2
2	1	1	2	4	2	2001	Geranium	0.076923077	89	2
2	1	1	2	4	2	2001	Vicia	0		2
2	1	1	1	4	3	2001	Avena	0.239130435	95	1
2	1	1	1	4	3	2001	Bromusd	0.043478261	83	1
2	1	1	1	4	3	2001	Bromush	0.391304348	80	1
2	1	1	1	4	3	2001	Lolium	0.108695652	110	1
2	1	1	1	4	3	2001	Vulpia	0.108695652	89	1
2	1	1	1	4	3	2001	Crepis	0		2
2	1	1	1	4	3	2001	Erodium	0	86	2
2	1	1	1	4	3	2001	Geranium	0.108695652	86	2
2	1	1	1	4	3	2001	Vicia	0	113	2
2	1	2	1	4	4	2001	Avena	0.136363636	95	1
2	1	2	1	4	4	2001	Bromusd	0.045454545	80	1
2	1	2	1	4	4	2001	Bromush	0.113636364	86	1
2	1	2	1	4	4	2001	Lolium	0.25	100	1
2	1	2	1	4	4	2001	Vulpia	0.431818182	103	1
2	1	2	1	4	4	2001	Crepis	0		2
2	1	2	1	4	4	2001	Erodium	0		2
2	1	2	1	4	4	2001	Geranium	0.022727273	89	2
2	1	2	1	4	4	2001	Vicia	0	113	2
1	1	1	2	5	1	2001	Avena	0.257142857	107	1
1	1	1	2	5	1	2001	Bromusd	0.142857143	107	1
1	1	1	2	5	1	2001	Bromush	0.4	95	1
1	1	1	2	5	1	2001	Lolium	0.085714286	113	1
1	1	1	2	5	1	2001	Vulpia	0.085714286	107	1
1	1	1	2	5	1	2001	Crepis	0		2
1	1	1	2	5	1	2001	Erodium	0		2
1	1	1	2	5	1	2001	Geranium	0.028571429	92	2
1	1	1	2	5	1	2001	Vicia	0	123	2
1	1	2	1	5	2	2001	Avena	0.073170732	103	1
1	1	2	1	5	2	2001	Bromusd	0.024390244	103	1
1	1	2	1	5	2	2001	Bromush	0.365853659	72	1
1	1	2	1	5	2	2001	Lolium	0.341463415	110	1
1	1	2	1	5	2	2001	Vulpia	0.048780488	80	1
1	1	2	1	5	2	2001	Crepis	0	113	2
1	1	2	1	5	2	2001	Erodium	0	100	2
1	1	2	1	5	2	2001	Geranium	0.12195122	103	2
1	1	2	1	5	2	2001	Vicia	0.024390244	107	2
1	1	1	1	5	3	2001	Avena	0.454545455	100	1
1	1	1	1	5	3	2001	Bromusd	0.090909091	95	1
1	1	1	1	5	3	2001	Bromush	0.272727273	72	1
1	1	1	1	5	3	2001	Lolium	0.045454545	110	1
1	1	1	1	5	3	2001	Vulpia	0	95	1
1	1	1	1	5	3	2001	Crepis	0		2
1	1	1	1	5	3	2001	Erodium	0.045454545	100	2
1	1	1	1	5	3	2001	Geranium	0.090909091	95	2
1	1	1	1	5	3	2001	Vicia	0	107	2
1	1	2	2	5	4	2001	Avena	0.189189189	95	1
1	1	2	2	5	4	2001	Bromusd	0	113	1
1	1	2	2	5	4	2001	Bromush	0.756756757	83	1
1	1	2	2	5	4	2001	Lolium	0	113	1
1	1	2	2	5	4	2001	Vulpia	0.027027027		1
1	1	2	2	5	4	2001	Crepis	0		2
1	1	2	2	5	4	2001	Erodium	0		2
1	1	2	2	5	4	2001	Geranium	0.027027027	100	2
1	1	2	2	5	4	2001	Vicia	0	123	2
1	2	2	2	6	1	2001	Avena	0.020833333	103	1
1	2	2	2	6	1	2001	Bromusd	0	80	1
1	2	2	2	6	1	2001	Bromush	0.6875	80	1
1	2	2	2	6	1	2001	Lolium	0.041666667	100	1
1	2	2	2	6	1	2001	Vulpia	0.083333333	95	1
1	2	2	2	6	1	2001	Crepis	0		2
1	2	2	2	6	1	2001	Erodium	0	100	2
1	2	2	2	6	1	2001	Geranium	0.166666667	92	2
1	2	2	2	6	1	2001	Vicia	0	113	2
1	2	1	1	6	2	2001	Avena	0.163265306	100	1
1	2	1	1	6	2	2001	Bromusd	0.06122449	73	1
1	2	1	1	6	2	2001	Bromush	0.142857143	86	1
1	2	1	1	6	2	2001	Lolium	0	110	1
1	2	1	1	6	2	2001	Vulpia	0.183673469	80	1
1	2	1	1	6	2	2001	Crepis	0		2
1	2	1	1	6	2	2001	Erodium	0.102040816	107	2
1	2	1	1	6	2	2001	Geranium	0.346938776	92	2
1	2	1	1	6	2	2001	Vicia	0	107	2
1	2	2	1	6	3	2001	Avena	0.266666667	100	1
1	2	2	1	6	3	2001	Bromusd	0.022222222	73	1
1	2	2	1	6	3	2001	Bromush	0.4	73	1
1	2	2	1	6	3	2001	Lolium	0	113	1
1	2	2	1	6	3	2001	Vulpia	0.066666667	66	1
1	2	2	1	6	3	2001	Crepis	0		2
1	2	2	1	6	3	2001	Erodium	0.066666667	100	2
1	2	2	1	6	3	2001	Geranium	0.177777778	100	2
1	2	2	1	6	3	2001	Vicia	0		2
1	2	1	2	6	4	2001	Avena	0.06	103	1
1	2	1	2	6	4	2001	Bromusd	0	80	1
1	2	1	2	6	4	2001	Bromush	0.52	86	1
1	2	1	2	6	4	2001	Lolium	0	100	1
1	2	1	2	6	4	2001	Vulpia	0	103	1
1	2	1	2	6	4	2001	Crepis	0		2
1	2	1	2	6	4	2001	Erodium	0.1	86	2
1	2	1	2	6	4	2001	Geranium	0.32	83	2
1	2	1	2	6	4	2001	Vicia	0	100	2
2	1	2	2	7	1	2001	Avena	0	103	1
2	1	2	2	7	1	2001	Bromusd	0	83	1
2	1	2	2	7	1	2001	Bromush	0.066666667	86	1
2	1	2	2	7	1	2001	Lolium	0.133333333	110	1
2	1	2	2	7	1	2001	Vulpia	0.666666667	100	1
2	1	2	2	7	1	2001	Crepis	0		2
2	1	2	2	7	1	2001	Erodium	0	107	2
2	1	2	2	7	1	2001	Geranium	0.133333333	83	2
2	1	2	2	7	1	2001	Vicia	0	113	2
2	1	1	2	7	2	2001	Avena	0.066666667	95	1
2	1	1	2	7	2	2001	Bromusd	0	100	1
2	1	1	2	7	2	2001	Bromush	0.466666667	83	1
2	1	1	2	7	2	2001	Lolium	0.2	107	1
2	1	1	2	7	2	2001	Vulpia	0	100	1
2	1	1	2	7	2	2001	Crepis	0		2
2	1	1	2	7	2	2001	Erodium	0.044444444	92	2
2	1	1	2	7	2	2001	Geranium	0.222222222	83	2
2	1	1	2	7	2	2001	Vicia	0		2
2	1	2	1	7	3	2001	Avena	0.28	92	1
2	1	2	1	7	3	2001	Bromusd	0		1
2	1	2	1	7	3	2001	Bromush	0.46	80	1
2	1	2	1	7	3	2001	Lolium	0	110	1
2	1	2	1	7	3	2001	Vulpia	0.06	100	1
2	1	2	1	7	3	2001	Crepis	0		2
2	1	2	1	7	3	2001	Erodium	0.1	100	2
2	1	2	1	7	3	2001	Geranium	0.1	86	2
2	1	2	1	7	3	2001	Vicia	0	113	2
2	1	1	1	7	4	2001	Avena	0.333333333	95	1
2	1	1	1	7	4	2001	Bromusd	0	83	1
2	1	1	1	7	4	2001	Bromush	0.479166667	80	1
2	1	1	1	7	4	2001	Lolium	0.041666667	113	1
2	1	1	1	7	4	2001	Vulpia	0	100	1
2	1	1	1	7	4	2001	Crepis	0	116	2
2	1	1	1	7	4	2001	Erodium	0	107	2
2	1	1	1	7	4	2001	Geranium	0.145833333	80	2
2	1	1	1	7	4	2001	Vicia	0		2
1	1	2	1	8	1	2001	Avena	0.045454545	103	1
1	1	2	1	8	1	2001	Bromusd	0	80	1
1	1	2	1	8	1	2001	Bromush	0.227272727	69	1
1	1	2	1	8	1	2001	Lolium	0.522727273	103	1
1	1	2	1	8	1	2001	Vulpia	0.022727273	107	1
1	1	2	1	8	1	2001	Crepis	0		2
1	1	2	1	8	1	2001	Erodium	0	100	2
1	1	2	1	8	1	2001	Geranium	0.181818182	83	2
1	1	2	1	8	1	2001	Vicia	0	110	2
1	1	1	1	8	2	2001	Avena	0.040816327	100	1
1	1	1	1	8	2	2001	Bromusd	0	80	1
1	1	1	1	8	2	2001	Bromush	0.285714286	80	1
1	1	1	1	8	2	2001	Lolium	0.510204082	107	1
1	1	1	1	8	2	2001	Vulpia	0	92	1
1	1	1	1	8	2	2001	Crepis	0.040816327	110	2
1	1	1	1	8	2	2001	Erodium	0		2
1	1	1	1	8	2	2001	Geranium	0.12244898	92	2
1	1	1	1	8	2	2001	Vicia	0	113	2
1	1	2	2	8	3	2001	Avena	0.041666667	95	1
1	1	2	2	8	3	2001	Bromusd	0.041666667	80	1
1	1	2	2	8	3	2001	Bromush	0.416666667	80	1
1	1	2	2	8	3	2001	Lolium	0.291666667	83	1
1	1	2	2	8	3	2001	Vulpia	0	92	1
1	1	2	2	8	3	2001	Crepis	0	100	2
1	1	2	2	8	3	2001	Erodium	0		2
1	1	2	2	8	3	2001	Geranium	0.208333333	89	2
1	1	2	2	8	3	2001	Vicia	0	103	2
1	1	1	2	8	4	2001	Avena	0.081632653	95	1
1	1	1	2	8	4	2001	Bromusd	0	80	1
1	1	1	2	8	4	2001	Bromush	0.408163265	80	1
1	1	1	2	8	4	2001	Lolium	0.469387755	92	1
1	1	1	2	8	4	2001	Vulpia	0	92	1
1	1	1	2	8	4	2001	Crepis	0		2
1	1	1	2	8	4	2001	Erodium	0		2
1	1	1	2	8	4	2001	Geranium	0.040816327	89	2
1	1	1	2	8	4	2001	Vicia	0	86	2
1	2	2	2	9	1	2001	Avena	0.121212121	86	1
1	2	2	2	9	1	2001	Bromusd	0.03030303	83	1
1	2	2	2	9	1	2001	Bromush	0.272727273	80	1
1	2	2	2	9	1	2001	Lolium	0.03030303	92	1
1	2	2	2	9	1	2001	Vulpia	0.03030303	89	1
1	2	2	2	9	1	2001	Crepis	0.212121212	100	2
1	2	2	2	9	1	2001	Erodium	0	100	2
1	2	2	2	9	1	2001	Geranium	0.303030303	89	2
1	2	2	2	9	1	2001	Vicia	0		2
1	2	1	1	9	2	2001	Avena	0.318181818	86	1
1	2	1	1	9	2	2001	Bromusd	0.204545455	80	1
1	2	1	1	9	2	2001	Bromush	0.159090909	80	1
1	2	1	1	9	2	2001	Lolium	0.227272727	92	1
1	2	1	1	9	2	2001	Vulpia	0	66	1
1	2	1	1	9	2	2001	Crepis	0.045454545	110	2
1	2	1	1	9	2	2001	Erodium	0	100	2
1	2	1	1	9	2	2001	Geranium	0.045454545	80	2
1	2	1	1	9	2	2001	Vicia	0	100	2
1	2	1	2	9	3	2001	Avena	0.2	89	1
1	2	1	2	9	3	2001	Bromusd	0.114285714	89	1
1	2	1	2	9	3	2001	Bromush	0.2	80	1
1	2	1	2	9	3	2001	Lolium	0.228571429	100	1
1	2	1	2	9	3	2001	Vulpia	0.085714286	69	1
1	2	1	2	9	3	2001	Crepis	0.028571429	107	2
1	2	1	2	9	3	2001	Erodium	0	103	2
1	2	1	2	9	3	2001	Geranium	0.142857143	89	2
1	2	1	2	9	3	2001	Vicia	0	113	2
1	2	2	1	9	4	2001	Avena	0.142857143	95	1
1	2	2	1	9	4	2001	Bromusd	0.071428571	103	1
1	2	2	1	9	4	2001	Bromush	0.142857143	80	1
1	2	2	1	9	4	2001	Lolium	0.214285714	110	1
1	2	2	1	9	4	2001	Vulpia	0.071428571	86	1
1	2	2	1	9	4	2001	Crepis	0.142857143	107	2
1	2	2	1	9	4	2001	Erodium	0		2
1	2	2	1	9	4	2001	Geranium	0.214285714	107	2
1	2	2	1	9	4	2001	Vicia	0	120	2
2	1	1	2	10	1	2001	Avena	0.02	95	1
2	1	1	2	10	1	2001	Bromusd	0.04	83	1
2	1	1	2	10	1	2001	Bromush	0.5	80	1
2	1	1	2	10	1	2001	Lolium	0	120	1
2	1	1	2	10	1	2001	Vulpia	0		1
2	1	1	2	10	1	2001	Crepis	0		2
2	1	1	2	10	1	2001	Erodium	0	113	2
2	1	1	2	10	1	2001	Geranium	0.44	80	2
2	1	1	2	10	1	2001	Vicia	0	103	2
2	1	2	2	10	2	2001	Avena	0.212765957	95	1
2	1	2	2	10	2	2001	Bromusd	0	83	1
2	1	2	2	10	2	2001	Bromush	0.382978723	73	1
2	1	2	2	10	2	2001	Lolium	0.042553191	120	1
2	1	2	2	10	2	2001	Vulpia	0	80	1
2	1	2	2	10	2	2001	Crepis	0		2
2	1	2	2	10	2	2001	Erodium	0.042553191	103	2
2	1	2	2	10	2	2001	Geranium	0.319148936	89	2
2	1	2	2	10	2	2001	Vicia	0	103	2
2	1	2	1	10	3	2001	Avena	0.111111111	92	1
2	1	2	1	10	3	2001	Bromusd	0	83	1
2	1	2	1	10	3	2001	Bromush	0.488888889	73	1
2	1	2	1	10	3	2001	Lolium	0		1
2	1	2	1	10	3	2001	Vulpia	0		1
2	1	2	1	10	3	2001	Crepis	0		2
2	1	2	1	10	3	2001	Erodium	0	100	2
2	1	2	1	10	3	2001	Geranium	0.4	86	2
2	1	2	1	10	3	2001	Vicia	0	103	2
2	1	1	1	10	4	2001	Avena	0.18	86	1
2	1	1	1	10	4	2001	Bromusd	0.02	80	1
2	1	1	1	10	4	2001	Bromush	0.3	80	1
2	1	1	1	10	4	2001	Lolium	0		1
2	1	1	1	10	4	2001	Vulpia	0		1
2	1	1	1	10	4	2001	Crepis	0		2
2	1	1	1	10	4	2001	Erodium	0		2
2	1	1	1	10	4	2001	Geranium	0.5	89	2
2	1	1	1	10	4	2001	Vicia	0	100	2
2	2	2	1	11	1	2001	Avena	0.083333333	95	1
2	2	2	1	11	1	2001	Bromusd	0.25	73	1
2	2	2	1	11	1	2001	Bromush	0.4375	92	1
2	2	2	1	11	1	2001	Lolium	0	103	1
2	2	2	1	11	1	2001	Vulpia	0	69	1
2	2	2	1	11	1	2001	Crepis	0.166666667	116	2
2	2	2	1	11	1	2001	Erodium	0		2
2	2	2	1	11	1	2001	Geranium	0.0625	92	2
2	2	2	1	11	1	2001	Vicia	0	107	2
2	2	1	1	11	2	2001	Avena	0.18	100	1
2	2	1	1	11	2	2001	Bromusd	0.14	73	1
2	2	1	1	11	2	2001	Bromush	0.52	73	1
2	2	1	1	11	2	2001	Lolium	0	107	1
2	2	1	1	11	2	2001	Vulpia	0	66	1
2	2	1	1	11	2	2001	Crepis	0.04	113	2
2	2	1	1	11	2	2001	Erodium	0	113	2
2	2	1	1	11	2	2001	Geranium	0.1	100	2
2	2	1	1	11	2	2001	Vicia	0.02	113	2
2	2	1	2	11	3	2001	Avena	0.228571429	89	1
2	2	1	2	11	3	2001	Bromusd	0	86	1
2	2	1	2	11	3	2001	Bromush	0.428571429	73	1
2	2	1	2	11	3	2001	Lolium	0	113	1
