plot,date,day of year,year,decimal year,day,VWC,comments,
7,8/30/11,242,2011,2011.660274,1338,0.274,,
8,8/30/11,242,2011,2011.660274,1338,0.259,,
9,8/30/11,242,2011,2011.660274,1338,0.271,,
10,8/30/11,242,2011,2011.660274,1338,0.279,,
11,8/30/11,242,2011,2011.660274,1338,0.244,,
12,8/30/11,242,2011,2011.660274,1338,0.295,,
13,8/30/11,242,2011,2011.660274,1338,0.263,,
14,8/30/11,242,2011,2011.660274,1338,0.24,,
15,8/30/11,242,2011,2011.660274,1338,0.264,,
16,8/30/11,242,2011,2011.660274,1338,0.224,,
17,8/30/11,242,2011,2011.660274,1338,0.265,,
18,8/30/11,242,2011,2011.660274,1338,0.264,,
19,8/30/11,242,2011,2011.660274,1338,0.266,,
20,8/30/11,242,2011,2011.660274,1338,0.246,,
21,8/30/11,242,2011,2011.660274,1338,0.188,,
22,8/30/11,242,2011,2011.660274,1338,0.165,,
23,8/30/11,242,2011,2011.660274,1338,0.178,,
24,8/30/11,242,2011,2011.660274,1338,0.17,,
25,8/30/11,242,2011,2011.660274,1338,0.261,,
26,8/30/11,242,2011,2011.660274,1338,0.24,,
27,8/30/11,242,2011,2011.660274,1338,0.206,,
28,8/30/11,242,2011,2011.660274,1338,0.169,,
29,8/30/11,242,2011,2011.660274,1338,0.199,,
30,8/30/11,242,2011,2011.660274,1338,0.232,,
31,8/30/11,242,2011,2011.660274,1338,0.253,,
32,8/30/11,242,2011,2011.660274,1338,0.22,,
33,8/30/11,242,2011,2011.660274,1338,0.208,,
34,8/30/11,242,2011,2011.660274,1338,0.221,,
35,8/30/11,242,2011,2011.660274,1338,0.229,,
36,8/30/11,242,2011,2011.660274,1338,0.184,,
1,9/12/11,255,2011,2011.69589,1351,0.183,,
2,9/12/11,255,2011,2011.69589,1351,0.171,,
3,9/12/11,255,2011,2011.69589,1351,0.172,,
4,9/12/11,255,2011,2011.69589,1351,0.183,,
5,9/12/11,255,2011,2011.69589,1351,0.187,,
6,9/12/11,255,2011,2011.69589,1351,0.244,,
7,9/12/11,255,2011,2011.69589,1351,0.239,,
8,9/12/11,255,2011,2011.69589,1351,0.239,,
9,9/12/11,255,2011,2011.69589,1351,0.261,,
10,9/12/11,255,2011,2011.69589,1351,0.262,,
11,9/12/11,255,2011,2011.69589,1351,0.274,,
12,9/12/11,255,2011,2011.69589,1351,0.245,,
13,9/12/11,255,2011,2011.69589,1351,0.246,,
14,9/12/11,255,2011,2011.69589,1351,0.215,,
15,9/12/11,255,2011,2011.69589,1351,0.232,,
16,9/12/11,255,2011,2011.69589,1351,0.225,,
17,9/12/11,255,2011,2011.69589,1351,0.197,,
18,9/12/11,255,2011,2011.69589,1351,0.252,,
19,9/12/11,255,2011,2011.69589,1351,0.256,,
20,9/12/11,255,2011,2011.69589,1351,0.25,,
21,9/12/11,255,2011,2011.69589,1351,0.156,,
22,9/12/11,255,2011,2011.69589,1351,0.141,,
23,9/12/11,255,2011,2011.69589,1351,0.175,,
24,9/12/11,255,2011,2011.69589,1351,0.185,,
25,9/12/11,255,2011,2011.69589,1351,0.277,,
26,9/12/11,255,2011,2011.69589,1351,0.225,,
27,9/12/11,255,2011,2011.69589,1351,0.197,,
28,9/12/11,255,2011,2011.69589,1351,0.185,,
29,9/12/11,255,2011,2011.69589,1351,0.152,,
30,9/12/11,255,2011,2011.69589,1351,0.179,,
31,9/12/11,255,2011,2011.69589,1351,0.251,,
32,9/12/11,255,2011,2011.69589,1351,0.235,,
33,9/12/11,255,2011,2011.69589,1351,0.204,,
34,9/12/11,255,2011,2011.69589,1351,0.14,,
35,9/12/11,255,2011,2011.69589,1351,0.196,,
36,9/12/11,255,2011,2011.69589,1351,0.193,,
1,9/23/11,266,2011,2011.726027,1362,0.133,,
2,9/23/11,266,2011,2011.726027,1362,0.139,,
3,9/23/11,266,2011,2011.726027,1362,0.125,,
4,9/23/11,266,2011,2011.726027,1362,0.14,,
5,9/23/11,266,2011,2011.726027,1362,0.197,,
6,9/23/11,266,2011,2011.726027,1362,0.218,,
7,9/23/11,266,2011,2011.726027,1362,0.247,,
8,9/23/11,266,2011,2011.726027,1362,0.227,,
9,9/23/11,266,2011,2011.726027,1362,0.249,,
10,9/23/11,266,2011,2011.726027,1362,0.233,,
11,9/23/11,266,2011,2011.726027,1362,0.255,,
12,9/23/11,266,2011,2011.726027,1362,0.253,,
13,9/23/11,266,2011,2011.726027,1362,0.196,,
14,9/23/11,266,2011,2011.726027,1362,0.192,,
15,9/23/11,266,2011,2011.726027,1362,0.2,,
16,9/23/11,266,2011,2011.726027,1362,0.217,,
17,9/23/11,266,2011,2011.726027,1362,0.224,,
18,9/23/11,266,2011,2011.726027,1362,0.186,,
19,9/23/11,266,2011,2011.726027,1362,0.241,,
20,9/23/11,266,2011,2011.726027,1362,0.235,,
21,9/23/11,266,2011,2011.726027,1362,0.093,,
22,9/23/11,266,2011,2011.726027,1362,0.093,,
23,9/23/11,266,2011,2011.726027,1362,0.143,,
24,9/23/11,266,2011,2011.726027,1362,0.171,,
25,9/23/11,266,2011,2011.726027,1362,0.166,,
26,9/23/11,266,2011,2011.726027,1362,0.219,,
27,9/23/11,266,2011,2011.726027,1362,0.175,,
28,9/23/11,266,2011,2011.726027,1362,0.172,,
29,9/23/11,266,2011,2011.726027,1362,0.161,,
30,9/23/11,266,2011,2011.726027,1362,0.155,,
31,9/23/11,266,2011,2011.726027,1362,0.236,,
32,9/23/11,266,2011,2011.726027,1362,0.233,,
33,9/23/11,266,2011,2011.726027,1362,0.184,,
34,9/23/11,266,2011,2011.726027,1362,0.115,,
35,9/23/11,266,2011,2011.726027,1362,0.154,,
36,9/23/11,266,2011,2011.726027,1362,0.129,,
1,10/3/11,276,2011,2011.753425,1372,0.178,,
2,10/3/11,276,2011,2011.753425,1372,0.18,,
3,10/3/11,276,2011,2011.753425,1372,0.149,,
4,10/3/11,276,2011,2011.753425,1372,0.167,,
5,10/3/11,276,2011,2011.753425,1372,0.244,,
6,10/3/11,276,2011,2011.753425,1372,0.262,,
7,10/3/11,276,2011,2011.753425,1372,0.259,,
8,10/3/11,276,2011,2011.753425,1372,0.281,,
9,10/3/11,276,2011,2011.753425,1372,0.293,,
10,10/3/11,276,2011,2011.753425,1372,0.284,,
11,10/3/11,276,2011,2011.753425,1372,0.3,,
12,10/3/11,276,2011,2011.753425,1372,0.289,,
13,10/3/11,276,2011,2011.753425,1372,0.25,,
14,10/3/11,276,2011,2011.753425,1372,0.285,,
15,10/3/11,276,2011,2011.753425,1372,0.22,,
16,10/3/11,276,2011,2011.753425,1372,0.266,,
17,10/3/11,276,2011,2011.753425,1372,0.246,,
18,10/3/11,276,2011,2011.753425,1372,0.281,,
19,10/3/11,276,2011,2011.753425,1372,0.272,,
20,10/3/11,276,2011,2011.753425,1372,0.264,,
21,10/3/11,276,2011,2011.753425,1372,0.114,,
22,10/3/11,276,2011,2011.753425,1372,0.108,,
23,10/3/11,276,2011,2011.753425,1372,0.174,,
24,10/3/11,276,2011,2011.753425,1372,0.202,,
25,10/3/11,276,2011,2011.753425,1372,0.305,,
26,10/3/11,276,2011,2011.753425,1372,0.249,,
27,10/3/11,276,2011,2011.753425,1372,0.24,,
28,10/3/11,276,2011,2011.753425,1372,0.232,,
29,10/3/11,276,2011,2011.753425,1372,0.199,,
30,10/3/11,276,2011,2011.753425,1372,0.231,,
31,10/3/11,276,2011,2011.753425,1372,0.271,,
32,10/3/11,276,2011,2011.753425,1372,0.275,,
33,10/3/11,276,2011,2011.753425,1372,0.206,,
34,10/3/11,276,2011,2011.753425,1372,0.162,,
35,10/3/11,276,2011,2011.753425,1372,0.187,,
36,10/3/11,276,2011,2011.753425,1372,0.142,,
1,10/17/11,290,2011,2011.791781,1386,0.172,,
2,10/17/11,290,2011,2011.791781,1386,0.197,,
3,10/17/11,290,2011,2011.791781,1386,0.184,,
4,10/17/11,290,2011,2011.791781,1386,0.204,,
5,10/17/11,290,2011,2011.791781,1386,0.208,,
6,10/17/11,290,2011,2011.791781,1386,0.261,,
7,10/17/11,290,2011,2011.791781,1386,0.245,,
8,10/17/11,290,2011,2011.791781,1386,0.271,,
9,10/17/11,290,2011,2011.791781,1386,0.29,,
10,10/17/11,290,2011,2011.791781,1386,0.239,,
11,10/17/11,290,2011,2011.791781,1386,0.283,,
12,10/17/11,290,2011,2011.791781,1386,0.285,,
13,10/17/11,290,2011,2011.791781,1386,0.167,,
14,10/17/11,290,2011,2011.791781,1386,0.261,,
15,10/17/11,290,2011,2011.791781,1386,0.245,,
16,10/17/11,290,2011,2011.791781,1386,0.269,,
17,10/17/11,290,2011,2011.791781,1386,0.253,,
18,10/17/11,290,2011,2011.791781,1386,0.252,,
19,10/17/11,290,2011,2011.791781,1386,0.251,,
20,10/17/11,290,2011,2011.791781,1386,0.263,,
21,10/17/11,290,2011,2011.791781,1386,0.145,,
22,10/17/11,290,2011,2011.791781,1386,0.125,,
23,10/17/11,290,2011,2011.791781,1386,0.202,,
24,10/17/11,290,2011,2011.791781,1386,0.219,,
25,10/17/11,290,2011,2011.791781,1386,0.317,,
26,10/17/11,290,2011,2011.791781,1386,0.263,,
27,10/17/11,290,2011,2011.791781,1386,0.203,,
28,10/17/11,290,2011,2011.791781,1386,0.245,,
29,10/17/11,290,2011,2011.791781,1386,0.193,,
30,10/17/11,290,2011,2011.791781,1386,0.109,,
31,10/17/11,290,2011,2011.791781,1386,0.261,,
32,10/17/11,290,2011,2011.791781,1386,0.267,,
33,10/17/11,290,2011,2011.791781,1386,0.228,,
34,10/17/11,290,2011,2011.791781,1386,0.186,,
35,10/17/11,290,2011,2011.791781,1386,0.193,,
36,10/17/11,290,2011,2011.791781,1386,0.157,,
1,11/17/11,321,2011,2011.876712,1417,0.223,,
2,11/17/11,321,2011,2011.876712,1417,0.223,,
3,11/17/11,321,2011,2011.876712,1417,0.243,,
4,11/17/11,321,2011,2011.876712,1417,0.248,,
5,11/17/11,321,2011,2011.876712,1417,0.214,,
6,11/17/11,321,2011,2011.876712,1417,0.282,,
7,11/17/11,321,2011,2011.876712,1417,0.301,,
8,11/17/11,321,2011,2011.876712,1417,0.3,,
9,11/17/11,321,2011,2011.876712,1417,0.314,,
10,11/17/11,321,2011,2011.876712,1417,0.283,,
11,11/17/11,321,2011,2011.876712,1417,0.291,,
12,11/17/11,321,2011,2011.876712,1417,0.312,,
13,11/17/11,321,2011,2011.876712,1417,0.282,,
14,11/17/11,321,2011,2011.876712,1417,0.266,,
15,11/17/11,321,2011,2011.876712,1417,0.312,,
16,11/17/11,321,2011,2011.876712,1417,0.293,,
17,11/17/11,321,2011,2011.876712,1417,0.277,,
18,11/17/11,321,2011,2011.876712,1417,0.307,,
19,11/17/11,321,2011,2011.876712,1417,0.26,,
20,11/17/11,321,2011,2011.876712,1417,0.294,,
21,11/17/11,321,2011,2011.876712,1417,0.235,,
22,11/17/11,321,2011,2011.876712,1417,0.198,,
23,11/17/11,321,2011,2011.876712,1417,0.244,,
24,11/17/11,321,2011,2011.876712,1417,0.246,,
25,11/17/11,321,2011,2011.876712,1417,0.33,,
26,11/17/11,321,2011,2011.876712,1417,0.259,,
27,11/17/11,321,2011,2011.876712,1417,0.246,,
28,11/17/11,321,2011,2011.876712,1417,0.241,,
29,11/17/11,321,2011,2011.876712,1417,0.229,,
30,11/17/11,321,2011,2011.876712,1417,0.251,,
31,11/17/11,321,2011,2011.876712,1417,0.287,,
32,11/17/11,321,2011,2011.876712,1417,0.299,,
33,11/17/11,321,2011,2011.876712,1417,0.245,,
34,11/17/11,321,2011,2011.876712,1417,0.247,,
35,11/17/11,321,2011,2011.876712,1417,0.255,,
36,11/17/11,321,2011,2011.876712,1417,0.219,,
1,12/14/11,348,2011,2011.950685,1444,0.238,,
2,12/14/11,348,2011,2011.950685,1444,0.239,,
3,12/14/11,348,2011,2011.950685,1444,0.247,,
4,12/14/11,348,2011,2011.950685,1444,0.271,,
5,12/14/11,348,2011,2011.950685,1444,0.228,,
6,12/14/11,348,2011,2011.950685,1444,0.261,,
7,12/14/11,348,2011,2011.950685,1444,0.261,,
8,12/14/11,348,2011,2011.950685,1444,0.298,,
9,12/14/11,348,2011,2011.950685,1444,0.304,,
10,12/14/11,348,2011,2011.950685,1444,0.291,,
11,12/14/11,348,2011,2011.950685,1444,0.307,,
12,12/14/11,348,2011,2011.950685,1444,0.251,,
13,12/14/11,348,2011,2011.950685,1444,0.268,,
14,12/14/11,348,2011,2011.950685,1444,0.259,,
15,12/14/11,348,2011,2011.950685,1444,0.288,,
16,12/14/11,348,2011,2011.950685,1444,0.258,,
17,12/14/11,348,2011,2011.950685,1444,0.26,,
18,12/14/11,348,2011,2011.950685,1444,0.277,,
19,12/14/11,348,2011,2011.950685,1444,0.237,,
20,12/14/11,348,2011,2011.950685,1444,0.284,,
21,12/14/11,348,2011,2011.950685,1444,0.264,,
22,12/14/11,348,2011,2011.950685,1444,0.218,,
23,12/14/11,348,2011,2011.950685,1444,0.248,,
24,12/14/11,348,2011,2011.950685,1444,0.245,,
25,12/14/11,348,2011,2011.950685,1444,0.305,,
26,12/14/11,348,2011,2011.950685,1444,0.244,,
27,12/14/11,348,2011,2011.950685,1444,0.243,,
28,12/14/11,348,2011,2011.950685,1444,0.243,,
29,12/14/11,348,2011,2011.950685,1444,0.215,,
30,12/14/11,348,2011,2011.950685,1444,0.225,,
31,12/14/11,348,2011,2011.950685,1444,0.274,,
32,12/14/11,348,2011,2011.950685,1444,0.279,,
33,12/14/11,348,2011,2011.950685,1444,0.25,,
34,12/14/11,348,2011,2011.950685,1444,0.252,,
35,12/14/11,348,2011,2011.950685,1444,0.247,,
36,12/14/11,348,2011,2011.950685,1444,0.233,,
