"site","plot","species","event","temptype","tbase","gdd.est","gdd.est.se","modaic","X","temptreat","preciptreat"
"clarkharvard","S11","Fraxinus.americana","lod","airgdd","4","778.817","204.607","1183.902",83,"0",NA
"clarkharvard","S11","Acer.barbatum","lod","airgdd","0","981.988","320.856","599.506",83,"0",NA
"clarkharvard","S11","Magnolia.grandiflora","lod","soilgdd","8","449.739","256.279","342.599",83,"0",NA
"clarkharvard","S11","Acer.barbatum","lod","soilgdd","4","312.965","247.241","579.177",83,"0",NA
"clarkharvard","S11","Pinus.sp","lod","airgdd","6","972.818","534.524","203.146",83,"0",NA
"clarkharvard","S11","Acer.rubrum","lod","soilgdd","8","66.92","32.852","22993.345",83,"0",NA
"clarkharvard","S11","Fraxinus.americana","lod","soilgdd","10","43061.726","20559.977","1921.504",83,"0",NA
"clarkharvard","S11","Quercus.rubra","bbd","airgdd","6","755.535","128.952","1278.283",83,"0",NA
"clarkharvard","S11","Quercus.rubra","bbd","airgdd","2","1176.34","183.727","1345.547",83,"0",NA
"clarkharvard","S11","Acer.saccharum","bbd","soilgdd","0","450.017","53.158","267.89",83,"0",NA
"clarkharvard","S11","Acer.saccharum","bbd","soilgdd","8","0","0","-1583.175",83,"0",NA
"clarkharvard","S11","Quercus.rubra","bbd","soilgdd","6","417.233","95.738","1221.697",83,"0",NA
"clarkharvard","S11","Pinus.strobus","bbd","airgdd","2","619.644","112.036","7097.027",83,"0",NA
"clarkharvard","S11","Acer.saccharum","bbd","airgdd","2","444.657","42.404","257.041",83,"0",NA
"clarkharvard","S11","Acer.barbatum","lod","airgdd","8","240.582","200.547","562.85",83,"0",NA
"clarkharvard","S11","Quercus.rubra","bbd","airgdd","10","86690.323","12403.579","2145.881",83,"0",NA
"clarkharvard","S11","Fraxinus.americana","lod","airgdd","0","1268.234","250.036","1215.984",83,"0",NA
"clarkharvard","S11","Acer.saccharum","bbd","airgdd","10","21690.959","2369.205","450.148",83,"0",NA
"clarkharvard","S11","Pinus.sp","lod","soilgdd","0","1425.372","665.659","208.85",83,"0",NA
"clarkharvard","S11","Magnolia.grandiflora","lod","soilgdd","0","1927.378","433.478","367.826",83,"0",NA
"clarkharvard","S11","Acer.barbatum","lod","soilgdd","10","26758.451","26997.09","945.24",83,"0",NA
"clarkharvard","S11","Magnolia.grandiflora","lod","airgdd","6","1405.094","343.21","356.618",83,"0",NA
"clarkharvard","S11","Quercus.rubra","bbd","soilgdd","0","1094.264","178.992","1340.585",83,"0",NA
"clarkharvard","S11","Fraxinus.americana","lod","soilgdd","4","482.697","187.293","1169.756",83,"0",NA
"clarkharvard","S11","Acer.saccharum","bbd","airgdd","0","608.89","54.042","268.682",83,"0",NA
"clarkharvard","S11","Pinus.sp","lod","airgdd","4","1228.643","594.944","205.93",83,"0",NA
"clarkharvard","S11","Magnolia.grandiflora","lod","soilgdd","10","122735.905","41520.311","586.807",83,"0",NA
"clarkharvard","S11","Magnolia.grandiflora","lod","soilgdd","6","834.465","308.115","351.441",83,"0",NA
"clarkharvard","S11","Acer.rubrum","lod","airgdd","10","55946.448","4319.169","38937.278",83,"0",NA
"clarkharvard","S11","Acer.barbatum","lod","airgdd","10","39036.384","24691.936","938.279",83,"0",NA
"clarkharvard","S11","Acer.barbatum","lod","airgdd","2","773.755","291.621","592.054",83,"0",NA
"clarkharvard","S11","Magnolia.grandiflora","lod","airgdd","2","2084.769","435.169","368.013",83,"0",NA
"clarkharvard","S11","Acer.barbatum","lod","airgdd","6","397.613","237.813","576.144",83,"0",NA
"clarkharvard","S11","Quercus.rubra","bbd","soilgdd","8","224.87","48.935","1094.184",83,"0",NA
"clarkharvard","S11","Pinus.strobus","bbd","airgdd","8","177.421","68.932","6640.473",83,"0",NA
"clarkharvard","S11","Acer.rubrum","lod","airgdd","4","765.498","49.998","24365.834",83,"0",NA
"clarkharvard","S11","Magnolia.grandiflora","lod","soilgdd","2","1588.337","393.495","363.181",83,"0",NA
"clarkharvard","S11","Pinus.sp","lod","airgdd","0","1840.727","715.786","210.738",83,"0",NA
"clarkharvard","S11","Acer.saccharum","bbd","soilgdd","2","302.976","41.927","256.498",83,"0",NA
"clarkharvard","S11","Pinus.strobus","bbd","airgdd","6","306.11","86.559","6854.513",83,"0",NA
"clarkharvard","S11","Quercus.rubra","bbd","airgdd","4","938.454","157.596","1316.397",83,"0",NA
"clarkharvard","S11","Pinus.strobus","bbd","soilgdd","4","249.159","88.886","6879.452",83,"0",NA
"clarkharvard","S11","Acer.barbatum","lod","soilgdd","2","541.134","280.304","588.967",83,"0",NA
"clarkharvard","S11","Acer.saccharum","bbd","airgdd","4","268.806","28.096","237.284",83,"0",NA
"clarkharvard","S11","Acer.barbatum","lod","soilgdd","8","0","193.385","560.014",83,"0",NA
"clarkharvard","S11","Acer.rubrum","lod","soilgdd","10","39731.479","4600.463","39143.468",83,"0",NA
"clarkharvard","S11","Magnolia.grandiflora","lod","airgdd","4","1716.918","389.857","362.735",83,"0",NA
"clarkharvard","S11","Pinus.sp","lod","airgdd","10","102543.752","63937.905","327.537",83,"0",NA
"clarkharvard","S11","Fraxinus.americana","lod","soilgdd","2","741.533","209.913","1187.998",83,"0",NA
"clarkharvard","S11","Acer.rubrum","lod","soilgdd","0","922.88","56.112","24742.848",83,"0",NA
"clarkharvard","S11","Acer.barbatum","lod","airgdd","4","553.904","262.956","583.984",83,"0",NA
"clarkharvard","S11","Pinus.sp","lod","soilgdd","6","500.459","484.397","200.586",83,"0",NA
"clarkharvard","S11","Quercus.rubra","bbd","soilgdd","10","64333.347","11193.108","2126.371",83,"0",NA
"clarkharvard","S11","Acer.saccharum","bbd","airgdd","6","171.059","19.387","219.474",83,"0",NA
"clarkharvard","S11","Quercus.rubra","bbd","airgdd","8","558.944","92.691","1215.552",83,"0",NA
"clarkharvard","S11","Acer.rubrum","lod","airgdd","0","1221.597","61.086","25020.402",83,"0",NA
"clarkharvard","S11","Magnolia.grandiflora","lod","airgdd","8","1056.742","293.444","349.099",83,"0",NA
"clarkharvard","S11","Fraxinus.americana","lod","soilgdd","0","963.241","235.524","1206.418",83,"0",NA
"clarkharvard","S11","Quercus.rubra","bbd","soilgdd","4","629.677","130.958","1281.217",83,"0",NA
"clarkharvard","S11","Pinus.sp","lod","soilgdd","8","179.646","423.976","197.122",83,"0",NA
"clarkharvard","S11","Acer.rubrum","lod","airgdd","2","994.529","55.518","24708.062",83,"0",NA
"clarkharvard","S11","Magnolia.grandiflora","lod","airgdd","0","2441.002","477.337","372.453",83,"0",NA
"clarkharvard","S11","Pinus.sp","lod","soilgdd","4","822.162","544.818","203.642",83,"0",NA
"clarkharvard","S11","Magnolia.grandiflora","lod","airgdd","10","162758.514","40163.777","585.212",83,"0",NA
"clarkharvard","S11","Pinus.strobus","bbd","soilgdd","6","82.322","76.069","6733.085",83,"0",NA
"clarkharvard","S11","Acer.saccharum","bbd","airgdd","8","79.269","12.761","199.399",83,"0",NA
"clarkharvard","S11","Acer.rubrum","lod","airgdd","6","571.504","44.433","23980.199",83,"0",NA
"clarkharvard","S11","Acer.rubrum","lod","airgdd","8","372.733","37.271","23405.753",83,"0",NA
"clarkharvard","S11","Pinus.strobus","bbd","airgdd","0","796.391","124.156","7193.584",83,"0",NA
"clarkharvard","S11","Pinus.strobus","bbd","soilgdd","8","11.228","56.015","6445.418",83,"0",NA
"clarkharvard","S11","Fraxinus.americana","lod","airgdd","2","1029.335","228.025","1201.24",83,"0",NA
"clarkharvard","S11","Acer.rubrum","lod","soilgdd","4","478.029","44.949","24017.888",83,"0",NA
"clarkharvard","S11","Fraxinus.americana","lod","soilgdd","6","236.854","167.908","1152.274",83,"0",NA
"clarkharvard","S11","Fraxinus.americana","lod","airgdd","10","60205.506","19444.038","1912.575",83,"0",NA
"clarkharvard","S11","Pinus.strobus","bbd","airgdd","4","445.502","100.208","6992.154",83,"0",NA
"clarkharvard","S11","Fraxinus.americana","lod","soilgdd","8","59.882","143.172","1126.775",83,"0",NA
"clarkharvard","S11","Fraxinus.americana","lod","airgdd","6","589.348","182.299","1165.432",83,"0",NA
"clarkharvard","S11","Pinus.sp","lod","soilgdd","2","1142.331","605.239","206.376",83,"0",NA
"clarkharvard","S11","Acer.barbatum","lod","soilgdd","0","732.175","311.285","597.144",83,"0",NA
"clarkharvard","S11","Acer.barbatum","lod","soilgdd","6","105.051","222.839","571.072",83,"0",NA
"clarkharvard","S11","Pinus.sp","lod","soilgdd","10","75668.276","65404.245","328.127",83,"0",NA
"clarkharvard","S11","Magnolia.grandiflora","lod","soilgdd","4","1212.168","349.34","357.468",83,"0",NA
"clarkharvard","S12","Liriodendron.tulipifera","lod","soilgdd","8","417.72","356.325","1943.623",84,"0",NA
"clarkharvard","S12","Liriodendron.tulipifera","lod","airgdd","0","1809.276","633.225","2095.419",84,"0",NA
"clarkharvard","S12","Pinus.strobus","bbd","soilgdd","10","17763.188","21296.249","11052.309",84,"0",NA
"clarkharvard","S12","Acer.saccharum","bbd","soilgdd","10","7948.882","921.525","447.825",84,"0",NA
"clarkharvard","S12","Betula.sp","lud","soilgdd","6","26.973","484.686","2418.611",84,"0",NA
"clarkharvard","S12","Acer.saccharum","bbd","soilgdd","2","183.711","17.117","256.498",84,"0",NA
"clarkharvard","S12","Quercus.rubra","bbd","airgdd","6","97.067","182.365","1278.283",84,"0",NA
"clarkharvard","S12","Fraxinus.americana","lod","soilgdd","10","83465.808","15925.69","1921.504",84,"0",NA
"clarkharvard","S12","Betula.sp","lud","airgdd","6","154.7","493.297","2424.176",84,"0",NA
"clarkharvard","S12","Acer.rubrum","lod","soilgdd","8","388.447","41.14","22993.345",84,"0",NA
"clarkharvard","S12","Quercus.rubra","bbd","airgdd","2","256.385","259.83","1345.547",84,"0",NA
"clarkharvard","S12","Quercus.rubra","bbd","soilgdd","4","72.725","185.203","1281.217",84,"0",NA
"clarkharvard","S12","Liriodendron.tulipifera","lod","soilgdd","4","1075.997","471.726","2017.69",84,"0",NA
"clarkharvard","S12","Acer.saccharum","bbd","soilgdd","8","0","0","-1583.175",84,"0",NA
"clarkharvard","S12","Acer.saccharum","bbd","airgdd","2","230.867","17.311","257.041",84,"0",NA
"clarkharvard","S12","Acer.rubrum","lod","soilgdd","6","684.255","50.024","23632.331",84,"0",NA
"clarkharvard","S12","Acer.rubrum","lod","airgdd","10","88509.076","5408.769","38937.278",84,"0",NA
"clarkharvard","S12","Betula.alleghaniensis","lud","soilgdd","10","36296.948","45345.596","1373",84,"0",NA
"clarkharvard","S12","Liriodendron.tulipifera","lod","soilgdd","2","1385.743","518.003","2042.396",84,"0",NA
"clarkharvard","S12","Betula.sp","lud","airgdd","8","61.488","402.494","2359.891",84,"0",NA
"clarkharvard","S12","Acer.rubrum","lod","soilgdd","2","1272.956","63.137","24393.145",84,"0",NA
"clarkharvard","S12","Betula.alleghaniensis","lud","soilgdd","2","654.784","547.23","878.274",84,"0",NA
"clarkharvard","S12","Liriodendron.tulipifera","lod","soilgdd","10","95258.024","47731.565","3236.565",84,"0",NA
"clarkharvard","S12","Acer.saccharum","bbd","soilgdd","0","315.334","21.702","267.89",84,"0",NA
"clarkharvard","S12","Acer.saccharum","bbd","airgdd","0","339.083","22.063","268.682",84,"0",NA
"clarkharvard","S12","Quercus.rubra","bbd","soilgdd","2","202.471","220.594","1314.443",84,"0",NA
"clarkharvard","S12","Quercus.rubra","bbd","airgdd","8","51.806","131.085","1215.552",84,"0",NA
"clarkharvard","S12","Acer.rubrum","lod","airgdd","2","1424.172","69.524","24708.062",84,"0",NA
"clarkharvard","S12","Liriodendron.tulipifera","lod","soilgdd","0","1713.733","568.225","2066.826",84,"0",NA
"clarkharvard","S12","Pinus.strobus","bbd","soilgdd","0","558.004","307.952","7070.148",84,"0",NA
"clarkharvard","S12","Pinus.strobus","bbd","soilgdd","6","46.902","215.157","6733.085",84,"0",NA
"clarkharvard","S12","Betula.alleghaniensis","lud","airgdd","0","959.33","600.06","888.596",84,"0",NA
"clarkharvard","S12","Acer.rubrum","lod","airgdd","0","1699.121","76.497","25020.402",84,"0",NA
"clarkharvard","S12","Liriodendron.tulipifera","lod","airgdd","8","621.403","401.161","1974.913",84,"0",NA
"clarkharvard","S12","Quercus.rubra","bbd","soilgdd","8","0","69.205","1094.184",84,"0",NA
"clarkharvard","S12","Pinus.strobus","bbd","soilgdd","2","381.715","281.452","6985.565",84,"0",NA
"clarkharvard","S12","Fraxinus.americana","lod","airgdd","0","1639.287","193.677","1215.984",84,"0",NA
"clarkharvard","S12","Acer.saccharum","bbd","soilgdd","4","77.553","12.839","242.694",84,"0",NA
"clarkharvard","S12","Acer.rubrum","lod","airgdd","6","894.788","55.642","23980.199",84,"0",NA
"clarkharvard","S12","Fraxinus.americana","lod","soilgdd","8","345.08","110.9","1126.775",84,"0",NA
"clarkharvard","S12","Fraxinus.americana","lod","airgdd","10","87429.143","15061.287","1912.575",84,"0",NA
"clarkharvard","S12","Fraxinus.americana","lod","soilgdd","2","1239.551","162.598","1187.998",84,"0",NA
"clarkharvard","S12","Quercus.rubra","bbd","airgdd","4","159.757","222.874","1316.397",84,"0",NA
"clarkharvard","S12","Betula.alleghaniensis","lud","airgdd","4","543.439","488.715","865.608",84,"0",NA
"clarkharvard","S12","Acer.saccharum","bbd","soilgdd","6","18.103","3.09","174.331",84,"0",NA
"clarkharvard","S12","Fraxinus.americana","lod","airgdd","8","538.09","116.893","1135.195",84,"0",NA
"clarkharvard","S12","Betula.sp","lud","soilgdd","8","0","388.133","2348.41",84,"0",NA
"clarkharvard","S12","Acer.saccharum","bbd","airgdd","4","143.294","11.47","237.284",84,"0",NA
"clarkharvard","S12","Pinus.strobus","bbd","soilgdd","8","0","158.434","6445.418",84,"0",NA
"clarkharvard","S12","Betula.sp","lud","soilgdd","10","20333.741","44778.198","3848.819",84,"0",NA
"clarkharvard","S12","Betula.sp","lud","airgdd","10","20721.29","42674.877","3833.616",84,"0",NA
"clarkharvard","S12","Acer.rubrum","lod","soilgdd","4","995.736","56.288","24017.888",84,"0",NA
"clarkharvard","S12","Pinus.strobus","bbd","airgdd","0","599.599","351.166","7193.584",84,"0",NA
"clarkharvard","S12","Pinus.strobus","bbd","airgdd","6","177.755","244.826","6854.513",84,"0",NA
"clarkharvard","S12","Liriodendron.tulipifera","lod","airgdd","10","99886.011","46066.687","3227.192",84,"0",NA
"clarkharvard","S12","Fraxinus.americana","lod","airgdd","4","1076.196","158.488","1183.902",84,"0",NA
"clarkharvard","S12","Betula.alleghaniensis","lud","soilgdd","6","200.323","430.408","851.379",84,"0",NA
"clarkharvard","S12","Betula.alleghaniensis","lud","airgdd","2","754.04","543.228","877.452",84,"0",NA
"clarkharvard","S12","Betula.alleghaniensis","lud","soilgdd","0","890.774","610.987","890.617",84,"0",NA
"clarkharvard","S12","Fraxinus.americana","lod","airgdd","2","1360.396","176.627","1201.24",84,"0",NA
"clarkharvard","S12","Pinus.strobus","bbd","airgdd","8","70.724","194.97","6640.473",84,"0",NA
"clarkharvard","S12","Quercus.rubra","bbd","soilgdd","10","10095.254","15829.445","2126.371",84,"0",NA
"clarkharvard","S12","Quercus.rubra","bbd","soilgdd","6","20.293","135.394","1221.697",84,"0",NA
"clarkharvard","S12","Betula.sp","lud","airgdd","0","589.363","704.675","2536.869",84,"0",NA
"clarkharvard","S12","Quercus.rubra","bbd","soilgdd","0","350.461","253.133","1340.585",84,"0",NA
"clarkharvard","S12","Pinus.strobus","bbd","airgdd","10","18569.36","22032.791","11084.269",84,"0",NA
"clarkharvard","S12","Liriodendron.tulipifera","lod","airgdd","6","939.242","465.741","2014.319",84,"0",NA
"clarkharvard","S12","Betula.sp","lud","soilgdd","4","203.981","550","2458.558",84,"0",NA
"clarkharvard","S12","Pinus.strobus","bbd","soilgdd","4","230.38","251.408","6879.452",84,"0",NA
"clarkharvard","S12","Betula.alleghaniensis","lud","airgdd","6","378.57","443.263","854.675",84,"0",NA
"clarkharvard","S12","Betula.alleghaniensis","lud","soilgdd","4","437.038","478.809","863.314",84,"0",NA
"clarkharvard","S12","Acer.rubrum","lod","soilgdd","10","82734.208","5761.025","39143.468",84,"0",NA
"clarkharvard","S12","Liriodendron.tulipifera","lod","airgdd","4","1209.385","527.576","2047.23",84,"0",NA
"clarkharvard","S12","Fraxinus.americana","lod","soilgdd","6","637.891","130.061","1152.274",84,"0",NA
"clarkharvard","S12","Acer.saccharum","bbd","airgdd","8","41.681","5.209","199.399",84,"0",NA
"clarkharvard","S12","Acer.rubrum","lod","airgdd","4","1152.912","62.612","24365.834",84,"0",NA
"clarkharvard","S12","Acer.rubrum","lod","soilgdd","0","1573.3","70.268","24742.848",84,"0",NA
"clarkharvard","S12","Fraxinus.americana","lod","soilgdd","4","948.205","145.077","1169.756",84,"0",NA
"clarkharvard","S12","Betula.sp","lud","soilgdd","2","377.726","613.521","2493.096",84,"0",NA
"clarkharvard","S12","Liriodendron.tulipifera","lod","airgdd","2","1511.985","580.014","2072.247",84,"0",NA
"clarkharvard","S12","Betula.alleghaniensis","lud","airgdd","10","37601.67","35316.061","1345.003",84,"0",NA
"clarkharvard","S12","Quercus.rubra","bbd","airgdd","10","10040.765","17541.31","2145.881",84,"0",NA
"clarkharvard","S12","Betula.alleghaniensis","lud","soilgdd","8","54.519","365.931","833.203",84,"0",NA
"clarkharvard","S12","Betula.sp","lud","airgdd","4","261.472","567.663","2468.547",84,"0",NA
"clarkharvard","S12","Quercus.rubra","bbd","airgdd","0","373.675","294.314","1369.224",84,"0",NA
"clarkharvard","S12","Pinus.strobus","bbd","airgdd","2","446.716","316.885","7097.027",84,"0",NA
"clarkharvard","S12","Fraxinus.americana","lod","soilgdd","0","1549.141","182.436","1206.418",84,"0",NA
"clarkharvard","S12","Acer.rubrum","lod","airgdd","8","600.702","46.673","23405.753",84,"0",NA
"clarkharvard","S12","Betula.sp","lud","soilgdd","0","569.716","681.568","2526.333",84,"0",NA
"clarkharvard","S12","Fraxinus.americana","lod","airgdd","6","827.108","141.209","1165.432",84,"0",NA
"clarkharvard","S12","Liriodendron.tulipifera","lod","soilgdd","6","747.282","416.631","1984.902",84,"0",NA
"clarkharvard","S12","Pinus.strobus","bbd","airgdd","4","300.896","283.432","6992.154",84,"0",NA
"clarkharvard","S12","Acer.saccharum","bbd","airgdd","6","81.641","7.915","219.474",84,"0",NA
"clarkharvard","S12","Betula.sp","lud","airgdd","2","428.072","634.102","2503.522",84,"0",NA
"clarkharvard","S12","Acer.saccharum","bbd","airgdd","10","8051.874","967.224","450.148",84,"0",NA
"clarkharvard","S12","Betula.alleghaniensis","lud","airgdd","8","204.841","375.001","835.945",84,"0",NA
"dunne","1","Mertensiana.fusiformis","ffrd","soilgdd","0","245.691","52.015","1698.034",85,"0",NA
"dunne","1","Potentilla.hippiana","ffrd","soilgdd","0","479.614","101.636","817.119",85,"0",NA
"dunne","1","Festuca.thurberi","ffd","soilgdd","4","220.402","28.903","8221.458",85,"0",NA
"dunne","1","Erigeron.speciosus","ffrd","soilgdd","8","143.449","21.77","851.664",85,"0",NA
"dunne","1","Potentilla.hippiana","ffrd","soilgdd","4","312.696","66.03","766.228",85,"0",NA
"dunne","1","Helianthella.quinquenervis","ffrd","soilgdd","4","161.683","113.608","254.111",85,"0",NA
"dunne","1","Delphinium.nuttallianum","ffrd","soilgdd","10","131.538","1472.883","2471.13",85,"0",NA
"dunne","1","Erigeron.speciosus","ffrd","soilgdd","6","247.251","41.144","954.784",85,"0",NA
"dunne","1","Erigeron.speciosus","ffrd","soilgdd","0","477.303","70.602","1042.261",85,"0",NA
"dunne","1","Mertensiana.fusiformis","ffrd","soilgdd","2","181.775","40.817","1633.545",85,"0",NA
"dunne","1","Delphinium.nuttallianum","ffrd","soilgdd","8","33.936","10.068","1204.786",85,"0",NA
"dunne","1","Festuca.thurberi","ffd","soilgdd","6","178.057","23.788","7983.097",85,"0",NA
"dunne","1","Erigeron.speciosus","ffrd","soilgdd","10","7178.282","3953.498","1694.359",85,"0",NA
"dunne","1","Erigeron.speciosus","ffrd","soilgdd","4","325.652","49.055","983.275",85,"0",NA
"dunne","1","Helianthella.quinquenervis","ffrd","soilgdd","6","105.782","91.758","245.567",85,"0",NA
"dunne","1","Helianthella.quinquenervis","ffrd","soilgdd","0","268.334","146.315","264.231",85,"0",NA
"dunne","1","Festuca.thurberi","ffd","soilgdd","10","3407.79","2383.499","13622.226",85,"0",NA
"dunne","1","Erigeron.speciosus","ffrd","soilgdd","2","406.803","60.427","1017.049",85,"0",NA
"dunne","1","Mertensiana.fusiformis","ffrd","soilgdd","4","107.803","30.757","1558.273",85,"0",NA
"dunne","1","Helianthella.quinquenervis","ffrd","soilgdd","10","2745.78","5817.153","411.543",85,"0",NA
"dunne","1","Festuca.thurberi","ffd","soilgdd","8","122.624","11.211","7062.247",85,"0",NA
"dunne","1","Festuca.thurberi","ffd","soilgdd","2","263.801","34.324","8431.893",85,"0",NA
"dunne","1","Potentilla.hippiana","ffrd","soilgdd","6","231.867","46.667","725.274",85,"0",NA
"dunne","1","Helianthella.quinquenervis","ffrd","soilgdd","8","24.48","36.661","208.869",85,"0",NA
"dunne","1","Festuca.thurberi","ffd","soilgdd","0","303.12","39.725","8610.751",85,"0",NA
"dunne","1","Potentilla.hippiana","ffrd","soilgdd","10","11528.6","5374.609","1285.349",85,"0",NA
"dunne","1","Delphinium.nuttallianum","ffrd","soilgdd","4","47.079","32.28","1500.715",85,"0",NA
"dunne","1","Mertensiana.fusiformis","ffrd","soilgdd","6","47.791","18.689","1425.761",85,"0",NA
"dunne","1","Delphinium.nuttallianum","ffrd","soilgdd","6","40.508","24.572","1431.41",85,"0",NA
"dunne","1","Potentilla.hippiana","ffrd","soilgdd","8","114.183","22.359","638.448",85,"0",NA
"dunne","1","Delphinium.nuttallianum","ffrd","soilgdd","2","53.651","41.128","1562.244",85,"0",NA
"dunne","1","Mertensiana.fusiformis","ffrd","soilgdd","10","4194.159","1207.779","2534.604",85,"0",NA
"dunne","1","Helianthella.quinquenervis","ffrd","soilgdd","2","220.334","128.715","259.105",85,"0",NA
"dunne","1","Mertensiana.fusiformis","ffrd","soilgdd","8","6.973","0.723","560.668",85,"0",NA
"dunne","1","Delphinium.nuttallianum","ffrd","soilgdd","0","60.222","50.451","1614.143",85,"0",NA
"dunne","1","Potentilla.hippiana","ffrd","soilgdd","2","400.32","84.123","794.804",85,"0",NA
"dunne","2","Erigeron.speciosus","ffrd","soilgdd","2","735.454","69.775","1017.049",86,"1",NA
"dunne","2","Erigeron.speciosus","ffrd","soilgdd","0","853.454","81.524","1042.261",86,"1",NA
"dunne","2","Delphinium.nuttallianum","ffrd","soilgdd","4","246.031","23.687","1500.715",86,"1",NA
"dunne","2","Lathyrus.lanszwertii","ffrd","soilgdd","6","57.07","16.23","30.018",86,"1",NA
"dunne","2","Artemisia.tridentata","ffrd","soilgdd","4","441.76","0","-167.614",86,"1",NA
"dunne","2","Lathyrus.lanszwertii","ffrd","soilgdd","2","130.659","73.819","39.107",86,"1",NA
"dunne","2","Erigeron.speciosus","ffrd","soilgdd","6","448.275","47.509","954.784",86,"1",NA
"dunne","2","Delphinium.nuttallianum","ffrd","soilgdd","6","145.404","18.031","1431.41",86,"1",NA
"dunne","2","Erigeron.speciosus","ffrd","soilgdd","8","92.6","25.138","851.664",86,"1",NA
"dunne","2","Festuca.thurberi","ffd","soilgdd","6","227.827","25.164","7983.097",86,"1",NA
"dunne","2","Lathyrus.lanszwertii","ffrd","soilgdd","0","154.679","89.8","40.283",86,"1",NA
"dunne","2","Lathyrus.lanszwertii","ffrd","soilgdd","8","8.695","8.695","26.274",86,"1",NA
"dunne","2","Lathyrus.lanszwertii","ffrd","soilgdd","10","1258.91","1098.733","55.309",86,"1",NA
"dunne","2","Helianthella.quinquenervis","ffrd","soilgdd","4","286.31","65.591","254.111",86,"1",NA
"dunne","2","Festuca.thurberi","ffd","soilgdd","4","311.196","30.575","8221.458",86,"1",NA
"dunne","2","Helianthella.quinquenervis","ffrd","soilgdd","8","36.165","21.166","208.869",86,"1",NA
"dunne","2","Erigeron.speciosus","ffrd","soilgdd","10","24041.48","4565.106","1694.359",86,"1",NA
"dunne","2","Artemisia.tridentata","ffrd","soilgdd","2","511.76","0","-167.614",86,"1",NA
"dunne","2","Helianthella.quinquenervis","ffrd","soilgdd","6","182.883","52.977","245.567",86,"1",NA
"dunne","2","Delphinium.nuttallianum","ffrd","soilgdd","0","352.803","37.021","1614.143",86,"1",NA
"dunne","2","Lathyrus.lanszwertii","ffrd","soilgdd","4","106.659","57.819","37.641",86,"1",NA
"dunne","2","Helianthella.quinquenervis","ffrd","soilgdd","0","432.83","84.475","264.231",86,"1",NA
"dunne","2","Festuca.thurberi","ffd","soilgdd","10","7326.457","2521.386","13622.226",86,"1",NA
"dunne","2","Mertensiana.fusiformis","ffrd","soilgdd","10","2938.769","1207.779","2534.604",86,"1",NA
"dunne","2","Artemisia.tridentata","ffrd","soilgdd","10","10419.22","0","-Inf",86,"1",NA
"dunne","2","Delphinium.nuttallianum","ffrd","soilgdd","10","5007.056","1080.801","2471.13",86,"1",NA
"dunne","2","Festuca.thurberi","ffd","soilgdd","8","89.396","11.859","7062.247",86,"1",NA
"dunne","2","Mertensiana.fusiformis","ffrd","soilgdd","2","151.732","40.817","1633.545",86,"1",NA
"dunne","2","Mertensiana.fusiformis","ffrd","soilgdd","8","0","0.723","560.668",86,"1",NA
"dunne","2","Delphinium.nuttallianum","ffrd","soilgdd","8","5.728","7.388","1204.786",86,"1",NA
"dunne","2","Festuca.thurberi","ffd","soilgdd","0","440.472","42.023","8610.751",86,"1",NA
"dunne","2","Erigeron.speciosus","ffrd","soilgdd","4","617.454","56.644","983.275",86,"1",NA
"dunne","2","Mertensiana.fusiformis","ffrd","soilgdd","6","36.242","18.689","1425.761",86,"1",NA
"dunne","2","Artemisia.tridentata","ffrd","soilgdd","6","371.76","0","-167.614",86,"1",NA
"dunne","2","Festuca.thurberi","ffd","soilgdd","2","378.122","36.31","8431.893",86,"1",NA
"dunne","2","Artemisia.tridentata","ffrd","soilgdd","8","220.21","0","-Inf",86,"1",NA
"dunne","2","Mertensiana.fusiformis","ffrd","soilgdd","4","98.781","30.757","1558.273",86,"1",NA
"dunne","2","Helianthella.quinquenervis","ffrd","soilgdd","10","8390.909","3358.535","411.543",86,"1",NA
"dunne","2","Helianthella.quinquenervis","ffrd","soilgdd","2","364.163","74.314","259.105",86,"1",NA
"dunne","2","Delphinium.nuttallianum","ffrd","soilgdd","2","299.415","30.18","1562.244",86,"1",NA
"dunne","2","Artemisia.tridentata","ffrd","soilgdd","0","581.798","0","-167.614",86,"1",NA
"dunne","2","Mertensiana.fusiformis","ffrd","soilgdd","0","199.311","52.015","1698.034",86,"1",NA
"dunne","3","Festuca.thurberi","ffd","soilgdd","4","534.376","20.771","8221.458",87,"0",NA
"dunne","3","Eriogonum.umbellatum","ffrd","soilgdd","10","25035.965","4598.384","504.328",87,"0",NA
"dunne","3","Festuca.thurberi","ffd","soilgdd","0","772.758","28.549","8610.751",87,"0",NA
"dunne","3","Mertensiana.fusiformis","ffrd","soilgdd","2","155.802","28.862","1633.545",87,"0",NA
"dunne","3","Delphinium.nuttallianum","ffrd","soilgdd","0","343.959","47.193","1614.143",87,"0",NA
"dunne","3","Claytonia.lanceolata","ffrd","soilgdd","2","194.906","22.505","588.009",87,"0",NA
"dunne","3","Potentilla.hippiana","ffrd","soilgdd","4","519.949","33.873","766.228",87,"0",NA
"dunne","3","Eriogonum.subalpinum","ffrd","soilgdd","4","698.018","7.228","351.196",87,"0",NA
"dunne","3","Achillea.sp","ffrd","soilgdd","4","584.367","36.677","104.618",87,"0",NA
